Date(UTC),UnixTimeStamp,Gas Used nAvax,Month,Year,Transactions,Gas Used Avax,Price AVAX,Gas used in USD
9/24/20,1600905600,21000,September,2020,1,0.000021,4.59,0.00009639
9/25/20,1600992000,3511500,September,2020,6,0.0035115,4.72,0.01657428
9/26/20,1601078400,0,September,2020,0,0,4.52,0
9/27/20,1601164800,1795974,September,2020,1,0.001795974,4.65,0.008351279
9/28/20,1601251200,276676,September,2020,1,0.000276676,4.21,0.001164806
9/29/20,1601337600,1626227,September,2020,14,0.001626227,4.14,0.00673258
9/30/20,1601424000,28139201,September,2020,31,0.028139201,4.33,0.12184274
10/1/20,1601510400,172652124,October,2020,113,0.172652124,4.16,0.718232836
10/2/20,1601596800,2377205,October,2020,7,0.002377205,3.91,0.009294872
10/3/20,1601683200,21000,October,2020,1,0.000021,4.02,0.00008442
10/4/20,1601769600,692910,October,2020,8,0.00069291,3.97,0.002750853
10/5/20,1601856000,0,October,2020,0,0,3.99,0
10/6/20,1601942400,638170,October,2020,4,0.00063817,3.54,0.002259122
10/7/20,1602028800,2245236,October,2020,25,0.002245236,3.45,0.007746064
10/8/20,1602115200,5346021,October,2020,24,0.005346021,3.92,0.020956402
10/9/20,1602201600,0,October,2020,0,0,4.25,0
10/10/20,1602288000,0,October,2020,0,0,4.03,0
10/11/20,1602374400,1403975,October,2020,2,0.001403975,4.1,0.005756298
10/12/20,1602460800,235129,October,2020,3,0.000235129,4.42,0.00103927
10/13/20,1602547200,13649677,October,2020,20,0.013649677,4.48,0.061150553
10/14/20,1602633600,623410,October,2020,10,0.00062341,4.16,0.002593386
10/15/20,1602720000,1760553,October,2020,10,0.001760553,4.13,0.007271084
10/16/20,1602806400,203459,October,2020,3,0.000203459,4.05,0.000824009
10/17/20,1602892800,3749511,October,2020,31,0.003749511,4.21,0.015785441
10/18/20,1602979200,517608,October,2020,2,0.000517608,4.13,0.002137721
10/19/20,1603065600,756364,October,2020,6,0.000756364,4.06,0.003070838
10/20/20,1603152000,657894,October,2020,9,0.000657894,3.81,0.002506576
10/21/20,1603238400,267885,October,2020,5,0.000267885,3.96,0.001060825
10/22/20,1603324800,94022,October,2020,2,0.000094022,4.34,0.000408055
10/23/20,1603411200,2600852,October,2020,14,0.002600852,4.24,0.011027612
10/24/20,1603497600,0,October,2020,0,0,4.19,0
10/25/20,1603584000,0,October,2020,0,0,4.15,0
10/26/20,1603670400,0,October,2020,0,0,4.15,0
10/27/20,1603756800,550160,October,2020,8,0.00055016,4.12,0.002266659
10/28/20,1603843200,1447082,October,2020,12,0.001447082,4.06,0.005875153
10/29/20,1603929600,1024480,October,2020,14,0.00102448,3.78,0.003872534
10/30/20,1604016000,112898,October,2020,3,0.000112898,3.73,0.00042111
10/31/20,1604102400,0,October,2020,0,0,3.64,0
11/1/20,1604188800,290855,November,2020,3,0.000290855,3.68,0.001070346
11/2/20,1604275200,1750992,November,2020,25,0.001750992,3.62,0.006338591
11/3/20,1604361600,1959433,November,2020,10,0.001959433,3.34,0.006544506
11/4/20,1604448000,331585,November,2020,2,0.000331585,3.17,0.001051124
11/5/20,1604534400,411385,November,2020,6,0.000411385,3.35,0.00137814
11/6/20,1604620800,400413,November,2020,3,0.000400413,3.6,0.001441487
11/7/20,1604707200,0,November,2020,0,0,3.41,0
11/8/20,1604793600,313272,November,2020,3,0.000313272,3.47,0.001087054
11/9/20,1604880000,5267526,November,2020,11,0.005267526,3.41,0.017962264
11/10/20,1604966400,1700089,November,2020,22,0.001700089,3.58,0.006086319
11/11/20,1605052800,929100,November,2020,10,0.0009291,3.49,0.003242559
11/12/20,1605139200,10360300,November,2020,20,0.0103603,3.43,0.035535829
11/13/20,1605225600,6315650,November,2020,25,0.00631565,3.69,0.023304749
11/14/20,1605312000,377625,November,2020,4,0.000377625,3.5,0.001321688
11/15/20,1605398400,0,November,2020,0,0,3.55,0
11/16/20,1605484800,424790,November,2020,4,0.00042479,3.71,0.001575971
11/17/20,1605571200,533899,November,2020,7,0.000533899,3.85,0.002055511
11/18/20,1605657600,45121,November,2020,2,0.000045121,3.75,0.000169204
11/19/20,1605744000,179010,November,2020,3,0.00017901,3.64,0.000651596
11/20/20,1605830400,427350,November,2020,5,0.00042735,3.71,0.001585469
11/21/20,1605916800,0,November,2020,0,0,4.02,0
11/22/20,1606003200,0,November,2020,0,0,3.89,0
11/23/20,1606089600,63777,November,2020,2,0.000063777,4.08,0.00026021
11/24/20,1606176000,0,November,2020,0,0,4.26,0
11/25/20,1606262400,0,November,2020,0,0,4.06,0
11/26/20,1606348800,3956304,November,2020,7,0.003956304,3.54,0.014005316
11/27/20,1606435200,0,November,2020,0,0,3.59,0
11/28/20,1606521600,16055403,November,2020,60,0.016055403,3.64,0.058441667
11/29/20,1606608000,593140,November,2020,4,0.00059314,3.7,0.002194618
11/30/20,1606694400,0,November,2020,0,0,3.69,0
12/1/20,1606780800,0,December,2020,0,0,3.57,0
12/2/20,1606867200,0,December,2020,0,0,3.75,0
12/3/20,1606953600,0,December,2020,0,0,3.82,0
12/4/20,1607040000,0,December,2020,0,0,3.54,0
12/5/20,1607126400,369282,December,2020,2,0.000369282,3.64,0.001344186
12/6/20,1607212800,1684400,December,2020,17,0.0016844,3.6,0.00606384
12/7/20,1607299200,1729747,December,2020,54,0.001729747,3.39,0.005863842
12/8/20,1607385600,1293509,December,2020,11,0.001293509,3.12,0.004035748
12/9/20,1607472000,5576834,December,2020,45,0.005576834,3.25,0.018124711
12/10/20,1607558400,323373,December,2020,3,0.000323373,3.14,0.001015391
12/11/20,1607644800,1645804,December,2020,2,0.001645804,3.24,0.005332405
12/12/20,1607731200,0,December,2020,0,0,3.34,0
12/13/20,1607817600,311567,December,2020,3,0.000311567,3.35,0.001043749
12/14/20,1607904000,131808,December,2020,2,0.000131808,3.14,0.000413877
12/15/20,1607990400,0,December,2020,0,0,3.3,0
12/16/20,1608076800,1199387,December,2020,22,0.001199387,3.34,0.004005953
12/17/20,1608163200,43641,December,2020,1,0.000043641,3.21,0.000140088
12/18/20,1608249600,7216602,December,2020,51,0.007216602,3.41,0.024608613
12/19/20,1608336000,6077074,December,2020,157,0.006077074,3.46,0.021026676
12/20/20,1608422400,122974826,December,2020,3817,0.122974826,3.31,0.407046674
12/21/20,1608508800,137676132,December,2020,4279,0.137676132,3.09,0.425419248
12/22/20,1608595200,41490748,December,2020,1297,0.041490748,3.08,0.127791504
12/23/20,1608681600,63000,December,2020,3,0.000063,2.95,0.00018585
12/24/20,1608768000,42000,December,2020,2,0.000042,3.1,0.0001302
12/25/20,1608854400,0,December,2020,0,0,2.95,0
12/26/20,1608940800,0,December,2020,0,0,2.92,0
12/27/20,1609027200,21000,December,2020,1,0.000021,2.9,0.0000609
12/28/20,1609113600,17605147,December,2020,549,0.017605147,2.96,0.052111235
12/29/20,1609200000,86211349,December,2020,2689,0.086211349,2.93,0.252599253
12/30/20,1609286400,87701118,December,2020,2729,0.087701118,2.92,0.256087265
12/31/20,1609372800,83979640,December,2020,2605,0.08397964,3.27,0.274613423
1/1/21,1609459200,78480585,January,2021,1846,0.078480585,3.74,0.293517388
1/2/21,1609545600,4408395,January,2021,11,0.004408395,3.5,0.015429383
1/3/21,1609632000,5687741,January,2021,39,0.005687741,3.49,0.019850216
1/4/21,1609718400,12565978,January,2021,16,0.012565978,3.61,0.045363181
1/5/21,1609804800,21000,January,2021,1,0.000021,4.26,0.00008946
1/6/21,1609891200,19052369,January,2021,41,0.019052369,4.59,0.087450374
1/7/21,1609977600,5905284,January,2021,40,0.005905284,4.48,0.026455672
1/8/21,1610064000,177613201,January,2021,4283,0.177613201,5.79,1.028380434
1/9/21,1610150400,9585469,January,2021,295,0.009585469,7.22,0.069207086
1/10/21,1610236800,203171,January,2021,3,0.000203171,6.56,0.001332802
1/11/21,1610323200,53026081,January,2021,1638,0.053026081,6.47,0.343078744
1/12/21,1610409600,19543886,January,2021,366,0.019543886,7.74,0.151269678
1/13/21,1610496000,411208,January,2021,6,0.000411208,8.48,0.003487044
1/14/21,1610582400,1451634,January,2021,14,0.001451634,9.41,0.013659876
1/15/21,1610668800,5036139,January,2021,14,0.005036139,9.38,0.047238984
1/16/21,1610755200,4502314,January,2021,35,0.004502314,12.84,0.057809712
1/17/21,1610841600,4863213,January,2021,15,0.004863213,13.18,0.064097147
1/18/21,1610928000,1131438,January,2021,19,0.001131438,12.7,0.014369263
1/19/21,1611014400,16801364,January,2021,22,0.016801364,11.75,0.197416027
1/20/21,1611100800,6962416,January,2021,20,0.006962416,12.39,0.086264334
1/21/21,1611187200,367727,January,2021,8,0.000367727,11.34,0.004170024
1/22/21,1611273600,6545727,January,2021,32,0.006545727,12.74,0.083392562
1/23/21,1611360000,504000,January,2021,24,0.000504,12.89,0.00649656
1/24/21,1611446400,126000,January,2021,6,0.000126,12.5,0.001575
1/25/21,1611532800,650285997,January,2021,1014,0.650285997,12.19,7.926986303
1/26/21,1611619200,373118388,January,2021,588,0.373118388,12.2,4.552044334
1/27/21,1611705600,40058618,January,2021,123,0.040058618,11.18,0.447855349
1/28/21,1611792000,43148787,January,2021,126,0.043148787,12,0.517785444
1/29/21,1611878400,1055954171,January,2021,1787,1.055954171,11.63,12.28074701
1/30/21,1611964800,42524172,January,2021,231,0.042524172,12.06,0.512841514
1/31/21,1612051200,7292112,January,2021,121,0.007292112,13.5,0.098443512
2/1/21,1612137600,39275553,February,2021,91,0.039275553,13.22,0.519222811
2/2/21,1612224000,145846126,February,2021,369,0.145846126,13.49,1.96746424
2/3/21,1612310400,614487289,February,2021,5986,0.614487289,14.86,9.131281115
2/4/21,1612396800,422941996,February,2021,4386,0.422941996,15.31,6.475241959
2/5/21,1612483200,306240419,February,2021,3173,0.306240419,17.93,5.490890713
2/6/21,1612569600,247331503,February,2021,2629,0.247331503,18.05,4.464333629
2/7/21,1612656000,277090779,February,2021,2824,0.277090779,23.81,6.597531448
2/8/21,1612742400,314770690,February,2021,3166,0.31477069,30.22,9.512370252
2/9/21,1612828800,3744062530,February,2021,15913,3.74406253,31.74,118.8365447
2/10/21,1612915200,2371225451,February,2021,27292,2.371225451,54.81,129.966867
2/11/21,1613001600,44969160,February,2021,667,0.04496916,46.95,2.111302062
2/12/21,1613088000,925342210,February,2021,9225,0.92534221,48.53,44.90685745
2/13/21,1613174400,889706929,February,2021,9248,0.889706929,42.96,38.22180967
2/14/21,1613260800,938379202,February,2021,9706,0.938379202,38.18,35.82731793
2/15/21,1613347200,1580968815,February,2021,17431,1.580968815,37.94,59.98195684
2/16/21,1613433600,1317667664,February,2021,14872,1.317667664,36.14,47.62050938
2/17/21,1613520000,2226360187,February,2021,24535,2.226360187,36.89,82.1304273
2/18/21,1613606400,2794285197,February,2021,29914,2.794285197,41.08,114.7892359
2/19/21,1613692800,2250144280,February,2021,23590,2.25014428,38.8,87.30559806
2/20/21,1613779200,1885704826,February,2021,20400,1.885704826,35.91,67.7156603
2/21/21,1613865600,1441372425,February,2021,16425,1.441372425,36.19,52.16326806
2/22/21,1613952000,1470497678,February,2021,15299,1.470497678,32.24,47.40884514
2/23/21,1614038400,1137764629,February,2021,11682,1.137764629,27.55,31.34541553
2/24/21,1614124800,1220760520,February,2021,14016,1.22076052,29.93,36.53736236
2/25/21,1614211200,2095370130,February,2021,24652,2.09537013,26.74,56.03019728
2/26/21,1614297600,1303122831,February,2021,15351,1.303122831,25.97,33.84209992
2/27/21,1614384000,1315335873,February,2021,15961,1.315335873,25.81,33.94881888
2/28/21,1614470400,1379841471,February,2021,17546,1.379841471,24.01,33.12999372
3/1/21,1614556800,1405223346,March,2021,16275,1.405223346,27.48,38.61553755
3/2/21,1614643200,1463666228,March,2021,17223,1.463666228,27.16,39.75317475
3/3/21,1614729600,2597776231,March,2021,27579,2.597776231,27.24,70.76342453
3/4/21,1614816000,2637147752,March,2021,25625,2.637147752,25.76,67.93292609
3/5/21,1614902400,1225698012,March,2021,11818,1.225698012,24.32,29.80897565
3/6/21,1614988800,990033753,March,2021,10104,0.990033753,24.92,24.67164112
3/7/21,1615075200,1146676516,March,2021,11878,1.146676516,26.68,30.59332945
3/8/21,1615161600,1213173060,March,2021,13951,1.21317306,25.66,31.13002072
3/9/21,1615248000,2005771339,March,2021,21101,2.005771339,34.4,68.99853406
3/10/21,1615334400,1637695373,March,2021,16366,1.637695373,29.62,48.50853695
3/11/21,1615420800,1554312541,March,2021,14526,1.554312541,30.81,47.88836939
3/12/21,1615507200,1645013160,March,2021,15436,1.64501316,27.99,46.04391835
3/13/21,1615593600,1477537520,March,2021,14114,1.47753752,30.88,45.62635862
3/14/21,1615680000,1764208686,March,2021,16349,1.764208686,28.92,51.0209152
3/15/21,1615766400,1828342883,March,2021,16746,1.828342883,28.94,52.91224303
3/16/21,1615852800,2036578439,March,2021,18170,2.036578439,33.08,67.37001476
3/17/21,1615939200,1816764893,March,2021,16103,1.816764893,32.68,59.3718767
3/18/21,1616025600,2054505263,March,2021,17480,2.054505263,33.2,68.20957473
3/19/21,1616112000,2529671442,March,2021,23842,2.529671442,37.32,94.40733822
3/20/21,1616198400,2479479940,March,2021,22371,2.47947994,34.21,84.82300875
3/21/21,1616284800,1594410342,March,2021,13914,1.594410342,32.82,52.32854742
3/22/21,1616371200,2647538745,March,2021,19565,2.647538745,29.2,77.30813135
3/23/21,1616457600,1933467173,March,2021,16711,1.933467173,28.46,55.02647574
3/24/21,1616544000,1187808250,March,2021,11741,1.18780825,25.87,30.72859943
3/25/21,1616630400,1028325706,March,2021,9599,1.028325706,25.81,26.54108647
3/26/21,1616716800,945192216,March,2021,9313,0.945192216,28.28,26.73003587
3/27/21,1616803200,1035859921,March,2021,11313,1.035859921,27.67,28.66224401
3/28/21,1616889600,8518283603,March,2021,80139,8.518283603,28.73,244.7302879
3/29/21,1616976000,3544497090,March,2021,26437,3.54449709,29.53,104.6689991
3/30/21,1617062400,2347320640,March,2021,18650,2.34732064,29.65,69.59805698
3/31/21,1617148800,2258692150,March,2021,15183,2.25869215,28.74,64.91481239
4/1/21,1617235200,6359078603,April,2021,45381,6.359078603,28.25,179.6439705
4/2/21,1617321600,3947217173,April,2021,26810,3.947217173,29.03,114.5877145
4/3/21,1617408000,2955906891,April,2021,19502,2.955906891,28.17,83.26789712
4/4/21,1617494400,2378175929,April,2021,17071,2.378175929,29.19,69.41895537
4/5/21,1617580800,3356631298,April,2021,23584,3.356631298,31.29,105.0289933
4/6/21,1617667200,3173840673,April,2021,21920,3.173840673,31.54,100.1029348
4/7/21,1617753600,2834198242,April,2021,17951,2.834198242,29.5,83.60884814
4/8/21,1617840000,2706138389,April,2021,17127,2.706138389,30.76,83.24081685
4/9/21,1617926400,2038758124,April,2021,13700,2.038758124,31.48,64.18010574
4/10/21,1618012800,1835011630,April,2021,12455,1.83501163,31.81,58.37171995
4/11/21,1618099200,1326105590,April,2021,9668,1.32610559,31.59,41.89167559
4/12/21,1618185600,1840851117,April,2021,12942,1.840851117,33.81,62.23917627
4/13/21,1618272000,1522699519,April,2021,10703,1.522699519,33.67,51.2692928
4/14/21,1618358400,2219084998,April,2021,15514,2.219084998,38.39,85.19067307
4/15/21,1618444800,1896279019,April,2021,12826,1.896279019,37.03,70.21921207
4/16/21,1618531200,1482139777,April,2021,9437,1.482139777,35.52,52.64560488
4/17/21,1618617600,1529143436,April,2021,9787,1.529143436,33.98,51.96029396
4/18/21,1618704000,2264678755,April,2021,14453,2.264678755,29.35,66.46832146
4/19/21,1618790400,2693836116,April,2021,16993,2.693836116,26.2,70.57850624
4/20/21,1618876800,4386256820,April,2021,31353,4.38625682,27.44,120.3588871
4/21/21,1618963200,4295705747,April,2021,27505,4.295705747,25.81,110.8721653
4/22/21,1619049600,3913748659,April,2021,22141,3.913748659,23.99,93.89083033
4/23/21,1619136000,3074876830,April,2021,18371,3.07487683,23.59,72.53634442
4/24/21,1619222400,2023033501,April,2021,12530,2.023033501,21.83,44.16282133
4/25/21,1619308800,2012273821,April,2021,13035,2.012273821,21.63,43.52548275
4/26/21,1619395200,2044158975,April,2021,13404,2.044158975,26.45,54.06800489
4/27/21,1619481600,1797739156,April,2021,11859,1.797739156,27.96,50.2647868
4/28/21,1619568000,2834427904,April,2021,20301,2.834427904,28.31,80.24265396
4/29/21,1619654400,2848292422,April,2021,21479,2.848292422,27.94,79.58129027
4/30/21,1619740800,6344464870,April,2021,50587,6.34446487,32.86,208.4791156
5/1/21,1619827200,9937622151,May,2021,78515,9.937622151,31.86,316.6126417
5/2/21,1619913600,6422066150,May,2021,44524,6.42206615,31.3,201.0106705
5/3/21,1620000000,8515679242,May,2021,61887,8.515679242,35.88,305.5425712
5/4/21,1620086400,6017013528,May,2021,42169,6.017013528,30.43,183.0977217
5/5/21,1620172800,5512293026,May,2021,37221,5.512293026,35.36,194.9146814
5/6/21,1620259200,6521542518,May,2021,44401,6.521542518,38.04,248.0794774
5/7/21,1620345600,7698404502,May,2021,51089,7.698404502,37.95,292.1544509
5/8/21,1620432000,6417007655,May,2021,41435,6.417007655,38.45,246.7339443
5/9/21,1620518400,6027758329,May,2021,37241,6.027758329,38.96,234.8414645
5/10/21,1620604800,6079740410,May,2021,38548,6.07974041,34.69,210.9061948
5/11/21,1620691200,5432121688,May,2021,36341,5.432121688,36.85,200.1736842
5/12/21,1620777600,6010510057,May,2021,41909,6.010510057,32.55,195.6421024
5/13/21,1620864000,5908367968,May,2021,47253,5.908367968,35.07,207.2064646
5/14/21,1620950400,7803581490,May,2021,67672,7.80358149,37,288.7325151
5/15/21,1621036800,5539391478,May,2021,37970,5.539391478,34.46,190.8874303
5/16/21,1621123200,5497699986,May,2021,38919,5.497699986,36.32,199.6764635
5/17/21,1621209600,6075138843,May,2021,42967,6.075138843,33.67,204.5499248
5/18/21,1621296000,4800693741,May,2021,33201,4.800693741,36.9,177.145599
5/19/21,1621382400,6107379944,May,2021,45798,6.107379944,23.23,141.8744361
5/20/21,1621468800,4391960909,May,2021,30093,4.391960909,25.1,110.2382188
5/21/21,1621555200,3896101158,May,2021,26659,3.896101158,21.85,85.1298103
5/22/21,1621641600,3203037952,May,2021,21138,3.203037952,18.82,60.28117426
5/23/21,1621728000,4372546835,May,2021,31358,4.372546835,15.7,68.64898531
5/24/21,1621814400,3855962638,May,2021,27424,3.855962638,19.42,74.88279443
5/25/21,1621900800,3525323106,May,2021,24008,3.525323106,19.47,68.63804087
