Date(UTC),UnixTimeStamp,Gas Used nAvax,Month,Year,Transactions,Gas Used Avax,,,,,,,,,
8/28/22,1661644800,33224844302,August,2022,158582,33.2248443,,,,,,,,,
8/29/22,1661731200,40302219608,August,2022,199039,40.30221961,,,,,,,,,
8/30/22,1661817600,40667333234,August,2022,197860,40.66733323,,,,,,,,,
8/31/22,1661904000,41344932245,August,2022,189437,41.34493225,,,,,,,,,
9/1/22,1661990400,38272912961,September,2022,181487,38.27291296,,,,,,,,,
9/2/22,1662076800,37248845299,September,2022,165401,37.2488453,,,,,,,,,
9/3/22,1662163200,27381028559,September,2022,126342,27.38102856,,,,,,,,,
9/4/22,1662249600,29394506594,September,2022,130479,29.39450659,,,,,,,,,
9/5/22,1662336000,33075796563,September,2022,150590,33.07579656,,,,,,,,,
9/6/22,1662422400,40632048492,September,2022,169129,40.63204849,,,,,,,,,
9/7/22,1662508800,35776127720,September,2022,149979,35.77612772,,,,,,,,,
9/8/22,1662595200,34194236064,September,2022,151315,34.19423606,,,,,,,,,
9/9/22,1662681600,40250266399,September,2022,177325,40.2502664,,,,,,,,,
9/10/22,1662768000,35048113603,September,2022,152419,35.0481136,,,,,,,,,
9/11/22,1662854400,31909826508,September,2022,144176,31.90982651,,,,,,,,,
9/12/22,1662940800,42207536299,September,2022,189561,42.2075363,,,,,,,,,
9/13/22,1663027200,44960108017,September,2022,195824,44.96010802,,,,,,,,,
9/14/22,1663113600,37899775423,September,2022,160683,37.89977542,,,,,,,,,
9/15/22,1663200000,42434549433,September,2022,174488,42.43454943,,,,,,,,,
9/16/22,1663286400,34937697398,September,2022,151750,34.9376974,,,,,,,,,
9/17/22,1663372800,31252127674,September,2022,142696,31.25212767,,,,,,,,,
9/18/22,1663459200,36978301103,September,2022,164067,36.9783011,,,,,,,,,
9/19/22,1663545600,39623466998,September,2022,179510,39.623467,,,,,,,,,
9/20/22,1663632000,31945890219,September,2022,143553,31.94589022,,,,,,,,,
