dateDayStr,newTransactionSeen,newTrigger,trx_transfer,trc10_transfer,freeze_and_unfreeze_transaction,vote_transaction,other_transaction
2022-04-30,4082043,1747575,1284079,980703,40369,7983,21334
2022-05-01,3934688,1596956,1332156,922953,52134,8814,21675
2022-05-02,3975872,1632330,1354052,912348,47037,8994,21111
2022-05-03,3903417,1569167,1259902,999740,44551,8772,21285
2022-05-04,4256330,1665963,1519401,989401,47922,10100,23543
2022-05-05,4210929,1917532,1554472,654339,51271,9851,23464
2022-05-06,4776504,1773098,1892657,1034821,44372,8615,22941
2022-05-07,4087373,1690031,1418724,899532,46665,8472,23949
2022-05-08,4299572,1577066,1581016,1064607,45225,8781,22877
2022-05-09,4518000,2029356,1311643,1105216,41221,8700,21864
2022-05-10,4516224,2042331,1334121,1065644,41313,8372,24443
2022-05-11,5104932,2334181,1622341,1017610,98733,8119,23948
2022-05-12,5254610,2359749,1468701,1261121,131611,8383,25045
2022-05-13,4970507,2231314,1475162,1083519,146963,8442,25107
2022-05-14,4916520,1922619,1492504,1319591,149532,7827,24447
2022-05-15,4478050,1813969,1311137,1147160,175482,7697,22605
2022-05-16,4694516,1768419,1446335,1376540,73176,7384,22662
2022-05-17,4742625,1734674,1539661,1381627,56069,7774,22820
2022-05-18,4381087,1565409,1223587,1503395,59600,7263,21833
2022-05-19,4469795,1642935,1348274,1383160,67704,7251,20471
2022-05-20,4615882,1662071,1361357,1514836,49775,7128,20715
2022-05-21,4685389,1527932,1218496,1853203,58610,6961,20187
2022-05-22,4116803,1407707,1140318,1482368,58771,7609,20030
2022-05-23,4911570,1748354,1412804,1670029,51512,7894,20977
2022-05-24,4731062,1725915,1142916,1776193,57525,7902,20611
2022-05-25,4758603,1692644,1487565,1493212,57105,7963,20114
2022-05-26,4670817,1802035,1624580,1165748,49170,7759,21525
2022-05-27,4809297,1717836,1452602,1566860,46919,6965,18115
2022-05-28,4127913,1492797,1498516,1056592,54531,6926,18551
2022-05-29,4675603,1493968,1503498,1610417,45053,7123,15544
2022-05-30,5461296,1789574,1853003,1745719,47412,7743,17845
2022-05-31,4882806,1757613,2028352,1026513,45860,7428,17040
2022-06-01,5559608,1717540,2055832,1708442,51533,7893,18368
2022-06-02,4774710,1622355,1895986,1190352,42467,6978,16572
2022-06-03,4549756,1567294,1933630,980304,45821,6810,15897
2022-06-04,4687341,1383251,2015328,1219803,46647,6607,15705
2022-06-05,4243144,1353090,1994770,827175,44810,6679,16620
2022-06-06,5541946,1656288,2680970,1133597,47044,7170,16877
2022-06-07,5458226,1619890,2575537,1193541,46342,6787,16129
2022-06-08,5415503,1598355,2769353,978267,45787,6620,17121
2022-06-09,5471153,1634424,2380566,1385729,47887,6654,15893
2022-06-10,6136504,1617974,3138965,1310992,46401,6596,15576
2022-06-11,5402289,1493028,3114873,729381,42993,6270,15744
2022-06-12,5282858,1511950,2862529,845733,40379,6649,15618
2022-06-13,6692313,1919082,3651375,955717,143276,6893,15970
2022-06-14,6798310,1862064,3641359,1128335,144193,6737,15622
2022-06-15,6424016,1920061,3529497,853287,98995,6833,15343
2022-06-16,5951756,1788222,3043636,1025946,70370,6701,16881
2022-06-17,5572712,1598265,3205896,687959,58414,6251,15927
2022-06-18,6568545,1521678,3700679,1253404,51438,6202,35144
2022-06-19,6731531,1493931,4186328,946851,54719,6495,43207
2022-06-20,7398572,1660570,4083835,1548996,54654,6622,43895
2022-06-21,7078111,1638077,4265294,1090220,56480,6755,21285
2022-06-22,7363224,1686340,4501028,1104203,50028,6444,15181
2022-06-23,7197856,1600440,4149535,1377050,49690,5891,15250
2022-06-24,6840278,1670968,3987424,1102972,56473,6285,16156
2022-06-25,6734252,1538772,4201639,920772,53437,6201,13431
2022-06-26,6034531,1416041,3736201,810577,53479,6400,11833
2022-06-27,6123410,1686625,3235635,1140074,40982,6352,13742
2022-06-28,6445079,1710524,3734359,946677,31611,6218,15690
2022-06-29,5993647,1522263,3591494,827109,31544,5846,15391
2022-06-30,6312265,1603750,3825659,830941,30176,6078,15661
2022-07-01,6270267,1578762,3534301,1108605,27006,6040,15553
2022-07-02,5622497,1463479,3268950,842443,27168,5946,14511
2022-07-03,5184215,1290123,3377076,471387,26112,5570,13947
2022-07-04,5297223,1585820,2936814,726998,25801,6228,15562
2022-07-05,5721208,1567851,3357081,748506,25228,6226,16316
2022-07-06,5756817,1542413,3494018,646292,53088,5835,15171
2022-07-07,5028008,1507417,3068882,398609,31683,5907,15510
2022-07-08,5684031,1392011,3807099,437281,27965,5793,13882
2022-07-09,5328212,1268387,3614701,391023,33588,5643,14870
2022-07-10,4854732,1143849,3292741,347063,51066,5558,14455
2022-07-11,6457215,1539106,4294925,573680,28705,5612,15187
2022-07-12,6662469,1635095,4099849,881635,25143,5512,15235
2022-07-13,6209111,1495414,4116674,541789,34424,5488,15322
2022-07-14,6131024,1446552,3983453,653705,25949,5833,15532
2022-07-15,5865252,1519668,3631997,669407,23053,5679,15448
2022-07-16,5539995,1366501,3489822,637759,25513,5467,14933
2022-07-17,4953607,1297019,3056657,551663,27469,5617,15182
2022-07-18,5381355,1662756,3082947,585294,28789,5957,15612
2022-07-19,5557672,1627838,3268673,612275,27013,6125,15748
2022-07-20,6737652,1542648,4388288,750840,34122,6032,15722
2022-07-21,6090414,1530137,3709549,790150,39975,5469,15134
2022-07-22,5435208,1526598,3229278,631569,26181,5703,15879
2022-07-23,5946124,1457908,3781925,655745,30055,5311,15180
2022-07-24,5330824,1362524,3230381,681546,35715,5551,15107
2022-07-25,5603960,1641474,3181589,727626,32581,5389,15301
2022-07-26,5627991,1632494,3362387,574128,37411,5775,15796
2022-07-27,5605865,1570171,3324904,654628,35111,6027,15024
2022-07-28,5572212,1540433,3282706,691947,34982,6174,15970
2022-07-29,5417010,1492455,3426109,438042,38391,6223,15790
2022-07-30,5092473,1291725,3217994,518218,43291,5908,15337
2022-07-31,4956576,1301864,3106588,486949,40355,5639,15181
2022-08-01,5179686,1457559,3174903,485109,41304,5892,14919
2022-08-02,5735282,1453145,3737851,480809,43581,5869,14027
2022-08-03,5984751,1483842,3961035,479526,40234,5790,14324
2022-08-04,5762030,1348544,3705861,640750,47906,5586,13383
2022-08-05,6311819,1428434,3927034,890217,45329,5972,14833
2022-08-06,6040014,1260698,4068770,654730,36060,5752,14004
2022-08-07,5297108,1235092,3487551,512136,43401,5580,13348
2022-08-08,5663430,1576050,3539934,484587,42571,6249,14039
2022-08-09,5678899,1571647,3219653,831415,36643,5677,13864
2022-08-10,6026702,1640261,3745969,584136,36740,5689,13907
2022-08-11,5491750,1635664,3001494,797394,37571,5867,13760
2022-08-12,5283747,1504965,2944628,774072,39866,5683,14533
2022-08-13,5030499,1392595,3053282,523785,39666,5733,15438
2022-08-14,4672622,1323347,2880692,412608,34713,5954,15308
2022-08-15,4832720,1528181,2739161,510134,35201,5796,14247
2022-08-16,5248629,1471031,3142537,580078,34962,5794,14227
2022-08-17,5414170,1586841,3175291,599615,32618,6024,13781
2022-08-18,5341181,1498528,2817136,969918,36313,5744,13542
2022-08-19,4944368,1553253,2751434,586861,33870,5507,13443
2022-08-20,4522629,1252826,2549483,668238,33071,5461,13550
2022-08-21,4402430,1121428,2580303,646620,35212,5814,13053
2022-08-22,5547695,1408789,3143469,943882,32486,5340,13729
2022-08-23,5093682,1397751,2884062,759969,32194,5585,14121
2022-08-24,5053598,1397788,2955589,637595,44004,5509,13113
2022-08-25,5473803,1406549,3004299,1007743,36892,5620,12700
2022-08-26,5267634,1414955,2925678,880673,28526,5451,12351
2022-08-27,5018662,1302861,2934366,725478,38150,5174,12633
2022-08-28,4584351,1197014,2674898,657195,37216,5329,12699
2022-08-29,4979819,1401700,2851601,678236,29806,5374,13102
2022-08-30,5151609,1427051,2904677,771622,28817,5677,13765
2022-08-31,5220055,1422318,2963004,784248,31430,5615,13440
2022-09-01,5248619,1474134,2949661,774644,31936,5449,12795
2022-09-02,5228387,1422994,2977547,779000,29800,5765,13281
2022-09-03,5045990,1268138,2949848,780799,28505,5474,13226
2022-09-04,4418178,1206068,2414293,749392,29246,5723,13456
2022-09-05,4744637,1436583,2569112,689424,30248,5998,13272
2022-09-06,5289273,1478673,3019769,742341,29067,5846,13577
2022-09-07,5351487,1403480,3191493,707901,30504,5189,12920
2022-09-08,5100108,1375695,2908259,768815,28015,5935,13389
2022-09-09,4935008,1374481,2764056,745284,31410,5855,13922
2022-09-10,4382073,1127722,2424096,778502,32540,5406,13807
2022-09-11,4170317,1098090,2253102,769546,30436,5696,13447
2022-09-12,4723396,1398868,2562290,709297,33782,5605,13554
2022-09-13,4506558,1374627,2449855,631476,31619,5392,13589
2022-09-14,3979031,1343892,1939169,643920,33781,5257,13012
2022-09-15,4075070,1385856,1966129,670108,33919,5396,13662
2022-09-16,4352204,1526556,1977366,794000,35141,5324,13817
2022-09-17,3658497,1193822,1655554,754358,34863,5394,14506
2022-09-18,4550833,1183638,2526677,788096,32967,5290,14165
2022-09-19,5319227,1404936,3073104,789875,32403,5182,13727
2022-09-20,5693565,1387295,3449601,799189,36060,5951,15469
2022-09-21,5773318,1390025,3532423,797158,34411,5695,13606
