Date(UTC),UnixTimeStamp,Value (Wei),Month,Year,ETH,Transactions Per Day,Average Gas In ETH,,,,,,,
3/20/17,1489968000,22485861954,March,2017,2.24859E-08,80264,0.001804805,,,,,,,
3/21/17,1490054400,22401666063,March,2017,2.24017E-08,84298,0.001888416,,,,,,,
3/22/17,1490140800,22752454613,March,2017,2.27525E-08,78821,0.001793371,,,,,,,
3/23/17,1490227200,22541771175,March,2017,2.25418E-08,82434,0.001858208,,,,,,,
3/24/17,1490313600,27441833681,March,2017,2.74418E-08,87775,0.002408707,,,,,,,
3/25/17,1490400000,23012529660,March,2017,2.30125E-08,84394,0.001942119,,,,,,,
3/26/17,1490486400,22249849693,March,2017,2.22498E-08,79534,0.00176962,,,,,,,
3/27/17,1490572800,22247794560,March,2017,2.22478E-08,94570,0.002103974,,,,,,,
3/28/17,1490659200,22247087954,March,2017,2.22471E-08,84348,0.001876497,,,,,,,
3/29/17,1490745600,22264312196,March,2017,2.22643E-08,93064,0.002072006,,,,,,,
3/30/17,1490832000,22337722011,March,2017,2.23377E-08,96209,0.00214909,,,,,,,
3/31/17,1490918400,22421222086,March,2017,2.24212E-08,103102,0.002311673,,,,,,,
4/1/17,1491004800,22145659410,April,2017,2.21457E-08,80572,0.00178432,,,,,,,
4/2/17,1491091200,22176202916,April,2017,2.21762E-08,88948,0.001972529,,,,,,,
4/3/17,1491177600,22176569227,April,2017,2.21766E-08,100221,0.002222558,,,,,,,
4/4/17,1491264000,22335006404,April,2017,2.2335E-08,86279,0.001927042,,,,,,,
4/5/17,1491350400,22438228964,April,2017,2.24382E-08,87411,0.001961348,,,,,,,
4/6/17,1491436800,22774967565,April,2017,2.2775E-08,95177,0.002167653,,,,,,,
4/7/17,1491523200,22133175527,April,2017,2.21332E-08,92846,0.002054977,,,,,,,
4/8/17,1491609600,22134943280,April,2017,2.21349E-08,72144,0.001596903,,,,,,,
4/9/17,1491696000,21963656913,April,2017,2.19637E-08,74557,0.001637544,,,,,,,
4/10/17,1491782400,22330645586,April,2017,2.23306E-08,75487,0.001685673,,,,,,,
4/11/17,1491868800,22007626117,April,2017,2.20076E-08,75891,0.001670181,,,,,,,
4/12/17,1491955200,23067711028,April,2017,2.30677E-08,80347,0.001853421,,,,,,,
4/13/17,1492041600,22310955741,April,2017,2.2311E-08,84124,0.001876887,,,,,,,
4/14/17,1492128000,22257379067,April,2017,2.22574E-08,81155,0.001806298,,,,,,,
4/15/17,1492214400,22240477959,April,2017,2.22405E-08,74820,0.001664033,,,,,,,
4/16/17,1492300800,22100218538,April,2017,2.21002E-08,70634,0.001561027,,,,,,,
4/17/17,1492387200,22255010723,April,2017,2.2255E-08,72546,0.001614512,,,,,,,
4/18/17,1492473600,22747420158,April,2017,2.27474E-08,83303,0.001894928,,,,,,,
4/19/17,1492560000,22626922333,April,2017,2.26269E-08,85734,0.001939897,,,,,,,
4/20/17,1492646400,22480105997,April,2017,2.24801E-08,85450,0.001920925,,,,,,,
4/21/17,1492732800,22819358782,April,2017,2.28194E-08,81278,0.001854712,,,,,,,
4/22/17,1492819200,22631052480,April,2017,2.26311E-08,73539,0.001664265,,,,,,,
4/23/17,1492905600,21898039096,April,2017,2.1898E-08,77073,0.001687748,,,,,,,
4/24/17,1492992000,22992421400,April,2017,2.29924E-08,80531,0.001851603,,,,,,,
4/25/17,1493078400,21734015245,April,2017,2.1734E-08,93033,0.002021981,,,,,,,
4/26/17,1493164800,22048839796,April,2017,2.20488E-08,89642,0.001976502,,,,,,,
4/27/17,1493251200,22377947330,April,2017,2.23779E-08,104494,0.002338361,,,,,,,
4/28/17,1493337600,22130700584,April,2017,2.21307E-08,106193,0.002350125,,,,,,,
4/29/17,1493424000,22799209590,April,2017,2.27992E-08,91335,0.002082366,,,,,,,
4/30/17,1493510400,22541845100,April,2017,2.25418E-08,95202,0.002146029,,,,,,,
5/1/17,1493596800,22989649815,May,2017,2.29896E-08,112202,0.002579485,,,,,,,
5/2/17,1493683200,22975461233,May,2017,2.29755E-08,110354,0.002535434,,,,,,,
5/3/17,1493769600,22182605256,May,2017,2.21826E-08,97334,0.002159122,,,,,,,
5/4/17,1493856000,22523480694,May,2017,2.25235E-08,114877,0.00258743,,,,,,,
5/5/17,1493942400,22905913235,May,2017,2.29059E-08,108514,0.002485612,,,,,,,
5/6/17,1494028800,22254507120,May,2017,2.22545E-08,95014,0.00211449,,,,,,,
5/7/17,1494115200,22863576069,May,2017,2.28636E-08,106631,0.002437966,,,,,,,
5/8/17,1494201600,22304778708,May,2017,2.23048E-08,117509,0.002621012,,,,,,,
5/9/17,1494288000,22419891708,May,2017,2.24199E-08,112933,0.002531946,,,,,,,
5/10/17,1494374400,22141501610,May,2017,2.21415E-08,109673,0.002428325,,,,,,,
5/11/17,1494460800,22276386524,May,2017,2.22764E-08,117189,0.002610547,,,,,,,
5/12/17,1494547200,22224260597,May,2017,2.22243E-08,107241,0.002383352,,,,,,,
5/13/17,1494633600,22176736929,May,2017,2.21767E-08,101332,0.002247213,,,,,,,
5/14/17,1494720000,22054420864,May,2017,2.20544E-08,101348,0.002235171,,,,,,,
5/15/17,1494806400,22225479222,May,2017,2.22255E-08,122792,0.002729111,,,,,,,
5/16/17,1494892800,22338079736,May,2017,2.23381E-08,116341,0.002598835,,,,,,,
5/17/17,1494979200,26658490658,May,2017,2.66585E-08,140135,0.003735788,,,,,,,
5/18/17,1495065600,22641931556,May,2017,2.26419E-08,137409,0.003111205,,,,,,,
5/19/17,1495152000,22510140833,May,2017,2.25101E-08,161568,0.003636918,,,,,,,
5/20/17,1495238400,22578527232,May,2017,2.25785E-08,130912,0.0029558,,,,,,,
5/21/17,1495324800,22366670221,May,2017,2.23667E-08,149699,0.003348268,,,,,,,
5/22/17,1495411200,22950916506,May,2017,2.29509E-08,176255,0.004045214,,,,,,,
5/23/17,1495497600,22876914693,May,2017,2.28769E-08,187121,0.004280751,,,,,,,
5/24/17,1495584000,23511877462,May,2017,2.35119E-08,187293,0.00440361,,,,,,,
5/25/17,1495670400,22627478169,May,2017,2.26275E-08,183010,0.004141055,,,,,,,
5/26/17,1495756800,22767260891,May,2017,2.27673E-08,169818,0.003866291,,,,,,,
5/27/17,1495843200,22312210827,May,2017,2.23122E-08,149450,0.00333456,,,,,,,
5/28/17,1495929600,21916364414,May,2017,2.19164E-08,155271,0.003402976,,,,,,,
5/29/17,1496016000,22429141176,May,2017,2.24291E-08,158547,0.003556073,,,,,,,
5/30/17,1496102400,24758885831,May,2017,2.47589E-08,193618,0.004793766,,,,,,,
5/31/17,1496188800,38210063774,May,2017,3.82101E-08,214126,0.008181768,,,,,,,
6/1/17,1496275200,23808562950,June,2017,2.38086E-08,199160,0.004741713,,,,,,,
6/2/17,1496361600,22913829909,June,2017,2.29138E-08,194911,0.004466158,,,,,,,
6/3/17,1496448000,22677818318,June,2017,2.26778E-08,175666,0.003983722,,,,,,,
6/4/17,1496534400,23508783552,June,2017,2.35088E-08,180136,0.004234778,,,,,,,
6/5/17,1496620800,22886137204,June,2017,2.28861E-08,190305,0.004355346,,,,,,,
6/6/17,1496707200,23539130279,June,2017,2.35391E-08,200523,0.004720137,,,,,,,
6/7/17,1496793600,23555770569,June,2017,2.35558E-08,207180,0.004880285,,,,,,,
6/8/17,1496880000,23571788218,June,2017,2.35718E-08,187700,0.004424425,,,,,,,
6/9/17,1496966400,22518978783,June,2017,2.2519E-08,215831,0.004860294,,,,,,,
6/10/17,1497052800,22422146714,June,2017,2.24221E-08,213356,0.0047839,,,,,,,
6/11/17,1497139200,23843612254,June,2017,2.38436E-08,240490,0.00573415,,,,,,,
6/12/17,1497225600,30391141090,June,2017,3.03911E-08,292941,0.008902811,,,,,,,
6/13/17,1497312000,24903912970,June,2017,2.49039E-08,280054,0.00697444,,,,,,,
6/14/17,1497398400,22812812579,June,2017,2.28128E-08,250410,0.005712556,,,,,,,
6/15/17,1497484800,23411815379,June,2017,2.34118E-08,261617,0.006124929,,,,,,,
6/16/17,1497571200,22083654403,June,2017,2.20837E-08,248003,0.005476813,,,,,,,
6/17/17,1497657600,20940055933,June,2017,2.09401E-08,242022,0.005067954,,,,,,,
6/18/17,1497744000,19777146521,June,2017,1.97771E-08,245957,0.004864328,,,,,,,
6/19/17,1497830400,21054562068,June,2017,2.10546E-08,286209,0.006026005,,,,,,,
6/20/17,1497916800,35606261848,June,2017,3.56063E-08,308488,0.010984105,,,,,,,
6/21/17,1498003200,58264077197,June,2017,5.82641E-08,221289,0.012893199,,,,,,,
6/22/17,1498089600,41150573699,June,2017,4.11506E-08,284225,0.011696022,,,,,,,
6/23/17,1498176000,40960227374,June,2017,4.09602E-08,276012,0.011305514,,,,,,,
6/24/17,1498262400,47309213754,June,2017,4.73092E-08,250570,0.01185427,,,,,,,
6/25/17,1498348800,34521352334,June,2017,3.45214E-08,231135,0.007979093,,,,,,,
6/26/17,1498435200,49580734026,June,2017,4.95807E-08,316788,0.015706582,,,,,,,
6/27/17,1498521600,31580245373,June,2017,3.15802E-08,252995,0.007989644,,,,,,,
6/28/17,1498608000,43482890266,June,2017,4.34829E-08,274241,0.011924791,,,,,,,
6/29/17,1498694400,35022170593,June,2017,3.50222E-08,263791,0.009238533,,,,,,,
6/30/17,1498780800,27223635401,June,2017,2.72236E-08,252652,0.006878106,,,,,,,
7/1/17,1498867200,26689728580,July,2017,2.66897E-08,240465,0.006417946,,,,,,,
7/2/17,1498953600,25581333280,July,2017,2.55813E-08,248617,0.006359954,,,,,,,
7/3/17,1499040000,28117349173,July,2017,2.81173E-08,302032,0.008492339,,,,,,,
7/4/17,1499126400,24664144555,July,2017,2.46641E-08,281465,0.006942093,,,,,,,
7/5/17,1499212800,26133024523,July,2017,2.6133E-08,271606,0.007097886,,,,,,,
7/6/17,1499299200,24841070314,July,2017,2.48411E-08,258791,0.006428645,,,,,,,
7/7/17,1499385600,27021742038,July,2017,2.70217E-08,295389,0.007981925,,,,,,,
7/8/17,1499472000,26089973919,July,2017,2.609E-08,248142,0.006474018,,,,,,,
7/9/17,1499558400,26860797614,July,2017,2.68608E-08,225189,0.006048756,,,,,,,
7/10/17,1499644800,22840512365,July,2017,2.28405E-08,302633,0.006912293,,,,,,,
7/11/17,1499731200,24575033101,July,2017,2.4575E-08,291677,0.007167972,,,,,,,
7/12/17,1499817600,24301621064,July,2017,2.43016E-08,283828,0.006897481,,,,,,,
7/13/17,1499904000,23629822115,July,2017,2.36298E-08,260745,0.006161358,,,,,,,
7/14/17,1499990400,23119742999,July,2017,2.31197E-08,249381,0.005765625,,,,,,,
7/15/17,1500076800,26644007281,July,2017,2.6644E-08,231961,0.006180371,,,,,,,
7/16/17,1500163200,24225254470,July,2017,2.42253E-08,249138,0.006035431,,,,,,,
7/17/17,1500249600,25008451290,July,2017,2.50085E-08,248473,0.006213925,,,,,,,
7/18/17,1500336000,26922445269,July,2017,2.69224E-08,271055,0.007297463,,,,,,,
7/19/17,1500422400,25859171423,July,2017,2.58592E-08,270122,0.006985131,,,,,,,
7/20/17,1500508800,23785270501,July,2017,2.37853E-08,250065,0.005947864,,,,,,,
7/21/17,1500595200,34121661718,July,2017,3.41217E-08,232560,0.007935334,,,,,,,
7/22/17,1500681600,24728177686,July,2017,2.47282E-08,205574,0.00508347,,,,,,,
7/23/17,1500768000,24411781141,July,2017,2.44118E-08,260490,0.006359025,,,,,,,
7/24/17,1500854400,24993645320,July,2017,2.49936E-08,263095,0.006575703,,,,,,,
7/25/17,1500940800,26699669746,July,2017,2.66997E-08,242956,0.006486845,,,,,,,
7/26/17,1501027200,26644959295,July,2017,2.6645E-08,223010,0.005942092,,,,,,,
7/27/17,1501113600,25759576270,July,2017,2.57596E-08,225435,0.00580711,,,,,,,
7/28/17,1501200000,25160319003,July,2017,2.51603E-08,246494,0.006201868,,,,,,,
7/29/17,1501286400,24073380192,July,2017,2.40734E-08,198773,0.004785138,,,,,,,
7/30/17,1501372800,23908993567,July,2017,2.3909E-08,206624,0.004940172,,,,,,,
7/31/17,1501459200,22305961187,July,2017,2.2306E-08,250090,0.005578498,,,,,,,
8/1/17,1501545600,25462492943,August,2017,2.54625E-08,218582,0.005565643,,,,,,,
8/2/17,1501632000,25145539900,August,2017,2.51455E-08,231068,0.00581033,,,,,,,
8/3/17,1501718400,24881344614,August,2017,2.48813E-08,236335,0.005880333,,,,,,,
8/4/17,1501804800,22630338284,August,2017,2.26303E-08,257160,0.005819618,,,,,,,
8/5/17,1501891200,23984146001,August,2017,2.39841E-08,261400,0.006269456,,,,,,,
8/6/17,1501977600,24293412889,August,2017,2.42934E-08,265127,0.00644084,,,,,,,
8/7/17,1502064000,25187717437,August,2017,2.51877E-08,281172,0.007082081,,,,,,,
8/8/17,1502150400,23836962422,August,2017,2.3837E-08,318866,0.007600797,,,,,,,
8/9/17,1502236800,24062207266,August,2017,2.40622E-08,280308,0.006744829,,,,,,,
8/10/17,1502323200,24244829373,August,2017,2.42448E-08,338241,0.008200595,,,,,,,
8/11/17,1502409600,25055821756,August,2017,2.50558E-08,356682,0.008936961,,,,,,,
8/12/17,1502496000,24802395477,August,2017,2.48024E-08,338654,0.00839943,,,,,,,
8/13/17,1502582400,22053673388,August,2017,2.20537E-08,333011,0.007344116,,,,,,,
8/14/17,1502668800,22124106465,August,2017,2.21241E-08,410061,0.009072233,,,,,,,
8/15/17,1502755200,21732658516,August,2017,2.17327E-08,413246,0.008980934,,,,,,,
8/16/17,1502841600,34716303601,August,2017,3.47163E-08,413624,0.014359496,,,,,,,
8/17/17,1502928000,29045025650,August,2017,2.9045E-08,428007,0.012431474,,,,,,,
8/18/17,1503014400,44653492844,August,2017,4.46535E-08,443356,0.019797394,,,,,,,
8/19/17,1503100800,25853813413,August,2017,2.58538E-08,377418,0.009757695,,,,,,,
8/20/17,1503187200,22972240493,August,2017,2.29722E-08,309926,0.007119695,,,,,,,
8/21/17,1503273600,23061643547,August,2017,2.30616E-08,392880,0.009060459,,,,,,,
8/22/17,1503360000,23423033219,August,2017,2.3423E-08,364727,0.008543013,,,,,,,
8/23/17,1503446400,23256200293,August,2017,2.32562E-08,374711,0.008714354,,,,,,,
8/24/17,1503532800,24488987225,August,2017,2.4489E-08,352465,0.008631511,,,,,,,
8/25/17,1503619200,25311366617,August,2017,2.53114E-08,352621,0.008925319,,,,,,,
8/26/17,1503705600,22816054496,August,2017,2.28161E-08,306268,0.006987827,,,,,,,
8/27/17,1503792000,22152769744,August,2017,2.21528E-08,324173,0.00718133,,,,,,,
8/28/17,1503878400,23023333378,August,2017,2.30233E-08,363799,0.008375866,,,,,,,
8/29/17,1503964800,26062902403,August,2017,2.60629E-08,394649,0.010285698,,,,,,,
8/30/17,1504051200,25922353625,August,2017,2.59224E-08,400220,0.010374644,,,,,,,
8/31/17,1504137600,36202779201,August,2017,3.62028E-08,384421,0.013917109,,,,,,,
9/1/17,1504224000,29038234385,September,2017,2.90382E-08,390997,0.011353863,,,,,,,
9/2/17,1504310400,62682734227,September,2017,6.26827E-08,331797,0.020797943,,,,,,,
9/3/17,1504396800,24625907338,September,2017,2.46259E-08,302525,0.007449953,,,,,,,
9/4/17,1504483200,27792328086,September,2017,2.77923E-08,442592,0.012300662,,,,,,,
9/5/17,1504569600,30139309787,September,2017,3.01393E-08,444572,0.013399093,,,,,,,
9/6/17,1504656000,36519706124,September,2017,3.65197E-08,496376,0.018127506,,,,,,,
9/7/17,1504742400,36147491376,September,2017,3.61475E-08,448347,0.016206619,,,,,,,
9/8/17,1504828800,42275877643,September,2017,4.22759E-08,463670,0.019602056,,,,,,,
9/9/17,1504915200,29941043195,September,2017,2.9941E-08,383654,0.011487001,,,,,,,
9/10/17,1505001600,36135150446,September,2017,3.61352E-08,325128,0.011748549,,,,,,,
9/11/17,1505088000,26441744516,September,2017,2.64417E-08,365384,0.00966139,,,,,,,
9/12/17,1505174400,28430040166,September,2017,2.843E-08,404898,0.011511266,,,,,,,
9/13/17,1505260800,27123610125,September,2017,2.71236E-08,365679,0.009918535,,,,,,,
9/14/17,1505347200,28372005082,September,2017,2.8372E-08,380251,0.010788483,,,,,,,
9/15/17,1505433600,35527257414,September,2017,3.55273E-08,441767,0.01569477,,,,,,,
9/16/17,1505520000,35281116400,September,2017,3.52811E-08,373764,0.013186811,,,,,,,
9/17/17,1505606400,32847109838,September,2017,3.28471E-08,289517,0.009509797,,,,,,,
9/18/17,1505692800,27527967857,September,2017,2.7528E-08,362764,0.009986156,,,,,,,
9/19/17,1505779200,28240983765,September,2017,2.8241E-08,337752,0.009538449,,,,,,,
9/20/17,1505865600,30102925181,September,2017,3.01029E-08,324984,0.009782969,,,,,,,
9/21/17,1505952000,23983898010,September,2017,2.39839E-08,317074,0.00760467,,,,,,,
9/22/17,1506038400,24379043547,September,2017,2.4379E-08,271470,0.006618179,,,,,,,
9/23/17,1506124800,23562292733,September,2017,2.35623E-08,260107,0.006128717,,,,,,,
9/24/17,1506211200,28226701571,September,2017,2.82267E-08,280929,0.007929699,,,,,,,
9/25/17,1506297600,25547420148,September,2017,2.55474E-08,306614,0.007833197,,,,,,,
9/26/17,1506384000,24571949910,September,2017,2.45719E-08,306075,0.00752086,,,,,,,
9/27/17,1506470400,26548967736,September,2017,2.6549E-08,309047,0.008204879,,,,,,,
9/28/17,1506556800,25409632808,September,2017,2.54096E-08,329208,0.008365054,,,,,,,
9/29/17,1506643200,23184436268,September,2017,2.31844E-08,326502,0.007569765,,,,,,,
9/30/17,1506729600,26231412090,September,2017,2.62314E-08,295798,0.007759199,,,,,,,
10/1/17,1506816000,24190581701,October,2017,2.41906E-08,283871,0.006867005,,,,,,,
10/2/17,1506902400,25376879520,October,2017,2.53769E-08,306095,0.007767736,,,,,,,
10/3/17,1506988800,23882103385,October,2017,2.38821E-08,327906,0.007831085,,,,,,,
10/4/17,1507075200,23689836678,October,2017,2.36898E-08,307399,0.007282232,,,,,,,
10/5/17,1507161600,24302843665,October,2017,2.43028E-08,314808,0.00765073,,,,,,,
10/6/17,1507248000,25759310387,October,2017,2.57593E-08,319882,0.00823994,,,,,,,
10/7/17,1507334400,22705744740,October,2017,2.27057E-08,291091,0.006609438,,,,,,,
10/8/17,1507420800,24091593642,October,2017,2.40916E-08,296829,0.007151084,,,,,,,
10/9/17,1507507200,24174030452,October,2017,2.4174E-08,328172,0.00793324,,,,,,,
10/10/17,1507593600,25058292801,October,2017,2.50583E-08,349605,0.008760504,,,,,,,
10/11/17,1507680000,30039329444,October,2017,3.00393E-08,344305,0.010342691,,,,,,,
10/12/17,1507766400,24512657109,October,2017,2.45127E-08,363411,0.008908169,,,,,,,
10/13/17,1507852800,26489325565,October,2017,2.64893E-08,379136,0.010043057,,,,,,,
10/14/17,1507939200,24196653845,October,2017,2.41967E-08,332169,0.008037378,,,,,,,
10/15/17,1508025600,23514174126,October,2017,2.35142E-08,328921,0.007734306,,,,,,,
10/16/17,1508112000,16678649826,October,2017,1.66786E-08,408297,0.006809843,,,,,,,
10/17/17,1508198400,14194850634,October,2017,1.41949E-08,505611,0.007177073,,,,,,,
10/18/17,1508284800,14081137033,October,2017,1.40811E-08,470449,0.006624457,,,,,,,
10/19/17,1508371200,12235259269,October,2017,1.22353E-08,494184,0.006046469,,,,,,,
10/20/17,1508457600,14610349751,October,2017,1.46103E-08,546837,0.00798948,,,,,,,
10/21/17,1508544000,12128683877,October,2017,1.21287E-08,462902,0.005614392,,,,,,,
10/22/17,1508630400,10751750663,October,2017,1.07518E-08,435493,0.004682312,,,,,,,
10/23/17,1508716800,13780011469,October,2017,1.378E-08,468168,0.00645136,,,,,,,
10/24/17,1508803200,14415708346,October,2017,1.44157E-08,492288,0.00709668,,,,,,,
10/25/17,1508889600,12720316553,October,2017,1.27203E-08,460419,0.005856675,,,,,,,
10/26/17,1508976000,12385996259,October,2017,1.2386E-08,466406,0.005776903,,,,,,,
10/27/17,1509062400,11545392383,October,2017,1.15454E-08,486147,0.005612758,,,,,,,
10/28/17,1509148800,10491940195,October,2017,1.04919E-08,484554,0.005083912,,,,,,,
10/29/17,1509235200,10371979124,October,2017,1.0372E-08,494176,0.005125583,,,,,,,
10/30/17,1509321600,11808258897,October,2017,1.18083E-08,532626,0.006289386,,,,,,,
10/31/17,1509408000,13692446133,October,2017,1.36924E-08,519906,0.007118785,,,,,,,
11/1/17,1509494400,14979336359,November,2017,1.49793E-08,527783,0.007905839,,,,,,,
11/2/17,1509580800,15919836477,November,2017,1.59198E-08,529277,0.008426003,,,,,,,
11/3/17,1509667200,12781813101,November,2017,1.27818E-08,485790,0.006209277,,,,,,,
11/4/17,1509753600,11624799927,November,2017,1.16248E-08,398758,0.004635482,,,,,,,
11/5/17,1509840000,10703460687,November,2017,1.07035E-08,417102,0.004464435,,,,,,,
11/6/17,1509926400,10433598351,November,2017,1.04336E-08,511663,0.005338486,,,,,,,
11/7/17,1510012800,13393206633,November,2017,1.33932E-08,470418,0.006300405,,,,,,,
11/8/17,1510099200,16154783877,November,2017,1.61548E-08,480413,0.007760968,,,,,,,
11/9/17,1510185600,15785570759,November,2017,1.57856E-08,467172,0.007374577,,,,,,,
11/10/17,1510272000,15036090671,November,2017,1.50361E-08,457427,0.006877914,,,,,,,
11/11/17,1510358400,15394750336,November,2017,1.53948E-08,394378,0.006071351,,,,,,,
11/12/17,1510444800,18011273725,November,2017,1.80113E-08,434380,0.007823737,,,,,,,
11/13/17,1510531200,16603636136,November,2017,1.66036E-08,443176,0.007358333,,,,,,,
11/14/17,1510617600,16704405736,November,2017,1.67044E-08,475984,0.00795103,,,,,,,
11/15/17,1510704000,17408995522,November,2017,1.7409E-08,540593,0.009411181,,,,,,,
11/16/17,1510790400,16023943398,November,2017,1.60239E-08,491482,0.00787548,,,,,,,
11/17/17,1510876800,16406020669,November,2017,1.6406E-08,508590,0.008343938,,,,,,,
11/18/17,1510963200,13339014477,November,2017,1.3339E-08,459679,0.006131665,,,,,,,
11/19/17,1511049600,14229082585,November,2017,1.42291E-08,464563,0.006610305,,,,,,,
11/20/17,1511136000,16089304528,November,2017,1.60893E-08,530141,0.0085296,,,,,,,
11/21/17,1511222400,17548793491,November,2017,1.75488E-08,524044,0.00919634,,,,,,,
11/22/17,1511308800,16469836119,November,2017,1.64698E-08,546489,0.009000584,,,,,,,
11/23/17,1511395200,15992127664,November,2017,1.59921E-08,537068,0.00858886,,,,,,,
11/24/17,1511481600,15456892039,November,2017,1.54569E-08,525529,0.008123045,,,,,,,
11/25/17,1511568000,12891179323,November,2017,1.28912E-08,561166,0.007234092,,,,,,,
11/26/17,1511654400,14953923259,November,2017,1.49539E-08,542484,0.008112264,,,,,,,
11/27/17,1511740800,15537337870,November,2017,1.55373E-08,608695,0.0094575,,,,,,,
11/28/17,1511827200,16779210323,November,2017,1.67792E-08,638989,0.010721731,,,,,,,
11/29/17,1511913600,17499867713,November,2017,1.74999E-08,663579,0.011612545,,,,,,,
11/30/17,1512000000,16354038320,November,2017,1.6354E-08,655457,0.010719369,,,,,,,
12/1/17,1512086400,14561757161,December,2017,1.45618E-08,622720,0.009067897,,,,,,,
12/2/17,1512172800,13179215357,December,2017,1.31792E-08,627785,0.008273714,,,,,,,
12/3/17,1512259200,14068434201,December,2017,1.40684E-08,693808,0.009760792,,,,,,,
12/4/17,1512345600,21962218932,December,2017,2.19622E-08,701834,0.015413832,,,,,,,
12/5/17,1512432000,30921177676,December,2017,3.09212E-08,693090,0.021431159,,,,,,,
12/6/17,1512518400,42116421717,December,2017,4.21164E-08,791746,0.033345508,,,,,,,
12/7/17,1512604800,59656597683,December,2017,5.96566E-08,659068,0.039317755,,,,,,,
12/8/17,1512691200,61102848374,December,2017,6.11028E-08,766411,0.046829895,,,,,,,
12/9/17,1512777600,55563635227,December,2017,5.55636E-08,707223,0.039295881,,,,,,,
12/10/17,1512864000,43572173439,December,2017,4.35722E-08,716575,0.03122273,,,,,,,
12/11/17,1512950400,35272081823,December,2017,3.52721E-08,828899,0.029236993,,,,,,,
12/12/17,1513036800,38367405491,December,2017,3.83674E-08,872340,0.033469423,,,,,,,
12/13/17,1513123200,38631503447,December,2017,3.86315E-08,909631,0.035140413,,,,,,,
12/14/17,1513209600,41791954659,December,2017,4.1792E-08,942559,0.039391383,,,,,,,
12/15/17,1513296000,35432934113,December,2017,3.54329E-08,904346,0.032043632,,,,,,,
12/16/17,1513382400,35296363949,December,2017,3.52964E-08,899857,0.03176168,,,,,,,
12/17/17,1513468800,29121338315,December,2017,2.91213E-08,876574,0.025527008,,,,,,,
12/18/17,1513555200,27442929390,December,2017,2.74429E-08,984021,0.027004419,,,,,,,
12/19/17,1513641600,34330952644,December,2017,3.4331E-08,1092234,0.037497434,,,,,,,
12/20/17,1513728000,41559360197,December,2017,4.15594E-08,986104,0.040981851,,,,,,,
12/21/17,1513814400,41640835518,December,2017,4.16408E-08,1072665,0.044666667,,,,,,,
12/22/17,1513900800,40786863196,December,2017,4.07869E-08,1103523,0.045009242,,,,,,,
12/23/17,1513987200,33285710975,December,2017,3.32857E-08,918881,0.030585607,,,,,,,
12/24/17,1514073600,30228420219,December,2017,3.02284E-08,758234,0.022920216,,,,,,,
12/25/17,1514160000,26111076108,December,2017,2.61111E-08,752361,0.019644955,,,,,,,
12/26/17,1514246400,25927218047,December,2017,2.59272E-08,813510,0.021092051,,,,,,,
12/27/17,1514332800,25108575762,December,2017,2.51086E-08,912752,0.022917903,,,,,,,
12/28/17,1514419200,24132948080,December,2017,2.41329E-08,949503,0.022914307,,,,,,,
12/29/17,1514505600,25027593719,December,2017,2.50276E-08,1090191,0.027284857,,,,,,,
12/30/17,1514592000,24163343242,December,2017,2.41633E-08,1136659,0.027465482,,,,,,,
12/31/17,1514678400,24709168252,December,2017,2.47092E-08,946981,0.023399113,,,,,,,
1/1/18,1514764800,23306357402,January,2018,2.33064E-08,908945,0.021184197,,,,,,,
1/2/18,1514851200,26315022737,January,2018,2.6315E-08,1153936,0.030365852,,,,,,,
1/3/18,1514937600,27919698108,January,2018,2.79197E-08,1238030,0.034565424,,,,,,,
1/4/18,1515024000,33357029107,January,2018,3.3357E-08,1349890,0.04502832,,,,,,,
1/5/18,1515110400,84460889356,January,2018,8.44609E-08,1271577,0.107398524,,,,,,,
1/6/18,1515196800,95788574583,January,2018,9.57886E-08,1226417,0.117476736,,,,,,,
1/7/18,1515283200,74588438927,January,2018,7.45884E-08,1152722,0.085979734,,,,,,,
1/8/18,1515369600,73644673858,January,2018,7.36447E-08,1215473,0.089513113,,,,,,,
1/9/18,1515456000,76790296973,January,2018,7.67903E-08,1256240,0.096467043,,,,,,,
1/10/18,1515542400,95442073535,January,2018,9.54421E-08,1177685,0.112400698,,,,,,,
1/11/18,1515628800,82600430565,January,2018,8.26004E-08,1173965,0.096970014,,,,,,,
1/12/18,1515715200,60014533220,January,2018,6.00145E-08,1118757,0.067141679,,,,,,,
1/13/18,1515801600,63717170951,January,2018,6.37172E-08,1179321,0.075142998,,,,,,,
1/14/18,1515888000,58397110440,January,2018,5.83971E-08,1081593,0.063161906,,,,,,,
1/15/18,1515974400,53860527328,January,2018,5.38605E-08,1206420,0.064978417,,,,,,,
1/16/18,1516060800,54778776336,January,2018,5.47788E-08,1277936,0.07000377,,,,,,,
1/17/18,1516147200,52114059603,January,2018,5.21141E-08,1277083,0.06655398,,,,,,,
1/18/18,1516233600,53748001984,January,2018,5.3748E-08,1205184,0.064776232,,,,,,,
1/19/18,1516320000,51161244711,January,2018,5.11612E-08,1043257,0.053374327,,,,,,,
1/20/18,1516406400,51085545977,January,2018,5.10855E-08,984489,0.050293158,,,,,,,
1/21/18,1516492800,40356756648,January,2018,4.03568E-08,1006530,0.040620286,,,,,,,
1/22/18,1516579200,33802546511,January,2018,3.38025E-08,972911,0.032886869,,,,,,,
