Date(UTC),UnixTimeStamp,Transaction Fee (?),Month,Year,Transaction Fee,Price in USD,Transaction Fee in USD,,,,,,,,,
12/12/21,1639267200,3.30845E+22,December,2021,33084.51889,2.09,69146.64447,,,,,,,,,
12/13/21,1639353600,7.29713E+22,December,2021,72971.28969,1.82,132807.7472,,,,,,,,,
12/14/21,1639440000,4.12611E+22,December,2021,41261.07366,1.94,80046.4829,,,,,,,,,
12/15/21,1639526400,6.27144E+22,December,2021,62714.42022,2.13,133581.7151,,,,,,,,,
12/16/21,1639612800,5.63735E+22,December,2021,56373.50028,2.07,116693.1456,,,,,,,,,
12/17/21,1639699200,4.12415E+22,December,2021,41241.50228,2.13,87844.39985,,,,,,,,,
12/18/21,1639785600,3.43887E+22,December,2021,34388.69353,2.23,76686.78657,,,,,,,,,
12/19/21,1639872000,6.11994E+22,December,2021,61199.35674,2.22,135862.572,,,,,,,,,
12/20/21,1639958400,3.47323E+22,December,2021,34732.34222,2.13,73979.88894,,,,,,,,,
12/21/21,1640044800,3.21461E+22,December,2021,32146.10278,2.37,76186.26358,,,,,,,,,
12/22/21,1640131200,4.01255E+22,December,2021,40125.48732,2.5,100313.7183,,,,,,,,,
12/23/21,1640217600,3.72094E+22,December,2021,37209.43367,2.68,99721.28225,,,,,,,,,
12/24/21,1640304000,4.52074E+22,December,2021,45207.41477,2.47,111662.3145,,,,,,,,,
12/25/21,1640390400,2.92651E+22,December,2021,29265.11237,2.64,77259.89665,,,,,,,,,
12/26/21,1640476800,3.0872E+22,December,2021,30872.04222,2.88,88911.48159,,,,,,,,,
12/27/21,1640563200,3.52782E+22,December,2021,35278.24324,2.73,96309.60405,,,,,,,,,
12/28/21,1640649600,4.84899E+22,December,2021,48489.91063,2.49,120739.8775,,,,,,,,,
12/29/21,1640736000,4.76057E+22,December,2021,47605.71037,2.47,117586.1046,,,,,,,,,
12/30/21,1640822400,4.80912E+22,December,2021,48091.24193,2.55,122632.6669,,,,,,,,,
12/31/21,1640908800,8.04119E+22,December,2021,80411.91281,2.53,203442.1394,,,,,,,,,
1/1/22,1640995200,7.47972E+22,January,2022,74797.21346,2.57,192228.8386,,,,,,,,,
1/2/22,1641081600,5.1371E+22,January,2022,51370.9878,2.55,130996.0189,,,,,,,,,
1/3/22,1641168000,9.81629E+22,January,2022,98162.87661,2.43,238535.7902,,,,,,,,,
1/4/22,1641254400,2.55253E+23,January,2022,255252.5919,2.37,604948.6429,,,,,,,,,
1/5/22,1641340800,3.80348E+23,January,2022,380347.8833,2.18,829158.3856,,,,,,,,,
1/6/22,1641427200,3.22675E+23,January,2022,322674.7133,2.25,726018.105,,,,,,,,,
1/7/22,1641513600,2.68078E+23,January,2022,268078.1945,2.05,549560.2987,,,,,,,,,
1/8/22,1641600000,8.87347E+22,January,2022,88734.67087,1.99,176581.995,,,,,,,,,
1/9/22,1641686400,3.97691E+22,January,2022,39769.08378,2.12,84310.45762,,,,,,,,,
1/10/22,1641772800,6.46995E+22,January,2022,64699.53986,2.07,133928.0475,,,,,,,,,
1/11/22,1641859200,3.45664E+22,January,2022,34566.42176,2.36,81576.75536,,,,,,,,,
1/12/22,1641945600,4.16727E+22,January,2022,41672.72513,2.4,100014.5403,,,,,,,,,
1/13/22,1642032000,4.45756E+22,January,2022,44575.63901,2.26,100740.9442,,,,,,,,,
1/14/22,1642118400,4.35552E+22,January,2022,43555.23218,2.34,101919.2433,,,,,,,,,
1/15/22,1642204800,4.14275E+22,January,2022,41427.49414,2.35,97354.61124,,,,,,,,,
1/16/22,1642291200,4.29616E+22,January,2022,42961.5609,2.33,100100.4369,,,,,,,,,
1/17/22,1642377600,6.91639E+22,January,2022,69163.87941,2.22,153543.8123,,,,,,,,,
1/18/22,1642464000,6.88219E+22,January,2022,68821.86341,2.12,145902.3504,,,,,,,,,
1/19/22,1642550400,7.67553E+22,January,2022,76755.27801,2.03,155813.2144,,,,,,,,,
1/20/22,1642636800,8.03812E+22,January,2022,80381.21403,1.96,157547.1795,,,,,,,,,
1/21/22,1642723200,1.33044E+23,January,2022,133043.7209,1.7,226174.3256,,,,,,,,,
1/22/22,1642809600,1.06095E+23,January,2022,106095.0396,1.54,163386.361,,,,,,,,,
1/23/22,1642896000,2.9508E+22,January,2022,29507.9612,1.62,47802.89715,,,,,,,,,
1/24/22,1642982400,6.96891E+22,January,2022,69689.05354,1.51,105230.4708,,,,,,,,,
1/25/22,1643068800,3.11027E+22,January,2022,31102.70091,1.56,48520.21342,,,,,,,,,
1/26/22,1643155200,5.12184E+22,January,2022,51218.37247,1.59,81437.21223,,,,,,,,,
1/27/22,1643241600,3.247E+22,January,2022,32469.9919,1.59,51627.28712,,,,,,,,,
1/28/22,1643328000,2.86329E+22,January,2022,28632.92478,1.68,48103.31363,,,,,,,,,
1/29/22,1643414400,2.27329E+22,January,2022,22732.87505,1.7,38645.88758,,,,,,,,,
1/30/22,1643500800,2.0176E+22,January,2022,20176.04128,1.61,32483.42645,,,,,,,,,
1/31/22,1643587200,2.41962E+22,January,2022,24196.22316,1.64,39681.80599,,,,,,,,,
2/1/22,1643673600,2.80559E+22,February,2022,28055.93027,1.65,46292.28494,,,,,,,,,
2/2/22,1643760000,5.21572E+22,February,2022,52157.24847,1.54,80322.16265,,,,,,,,,
2/3/22,1643846400,2.87693E+22,February,2022,28769.25903,1.56,44880.04409,,,,,,,,,
2/4/22,1643932800,3.10964E+22,February,2022,31096.4083,1.7,52863.89412,,,,,,,,,
2/5/22,1644019200,2.32449E+22,February,2022,23244.94252,1.71,39748.85171,,,,,,,,,
2/6/22,1644105600,2.36011E+22,February,2022,23601.12634,1.74,41065.95983,,,,,,,,,
2/7/22,1644192000,3.06676E+22,February,2022,30667.58846,2.02,61948.52869,,,,,,,,,
2/8/22,1644278400,4.02219E+22,February,2022,40221.93764,1.94,78030.55902,,,,,,,,,
2/9/22,1644364800,3.22832E+22,February,2022,32283.1512,2.04,65857.62844,,,,,,,,,
2/10/22,1644451200,3.92732E+22,February,2022,39273.15473,1.9,74618.99398,,,,,,,,,
2/11/22,1644537600,3.69007E+22,February,2022,36900.74703,1.72,63469.28489,,,,,,,,,
2/12/22,1644624000,3.71396E+22,February,2022,37139.61675,1.7,63137.34847,,,,,,,,,
2/13/22,1644710400,3.83616E+22,February,2022,38361.61626,1.66,63680.28299,,,,,,,,,
2/14/22,1644796800,9.99823E+22,February,2022,99982.34179,1.66,165970.6874,,,,,,,,,
2/15/22,1644883200,3.18898E+22,February,2022,31889.79596,1.87,59633.91844,,,,,,,,,
2/16/22,1644969600,3.6849E+22,February,2022,36849.01117,1.84,67802.18055,,,,,,,,,
2/17/22,1645056000,3.07892E+22,February,2022,30789.1599,1.66,51110.00544,,,,,,,,,
2/18/22,1645142400,3.03619E+22,February,2022,30361.85963,1.59,48275.35681,,,,,,,,,
2/19/22,1645228800,2.64776E+22,February,2022,26477.58493,1.63,43158.46344,,,,,,,,,
2/20/22,1645315200,2.62284E+22,February,2022,26228.35997,1.51,39604.82356,,,,,,,,,
2/21/22,1645401600,3.12908E+22,February,2022,31290.75541,1.41,44119.96513,,,,,,,,,
2/22/22,1645488000,3.77126E+22,February,2022,37712.60581,1.46,55060.40449,,,,,,,,,
2/23/22,1645574400,2.54109E+22,February,2022,25410.89798,1.44,36591.69309,,,,,,,,,
2/24/22,1645660800,5.49617E+22,February,2022,54961.70362,1.44,79144.85321,,,,,,,,,
2/25/22,1645747200,3.04874E+22,February,2022,30487.36727,1.55,47255.41927,,,,,,,,,
2/26/22,1645833600,2.59769E+22,February,2022,25976.93512,1.52,39484.94138,,,,,,,,,
2/27/22,1645920000,3.23072E+22,February,2022,32307.15495,1.45,46845.37468,,,,,,,,,
2/28/22,1646006400,3.68615E+22,February,2022,36861.51711,1.62,59715.65772,,,,,,,,,
3/1/22,1646092800,3.6482E+22,March,2022,36481.99761,1.62,59100.83613,,,,,,,,,
3/2/22,1646179200,3.62444E+22,March,2022,36244.40862,1.64,59440.83014,,,,,,,,,
3/3/22,1646265600,3.2131E+22,March,2022,32130.96882,1.59,51088.24043,,,,,,,,,
3/4/22,1646352000,3.51987E+22,March,2022,35198.72231,1.48,52094.10903,,,,,,,,,
3/5/22,1646438400,2.68589E+22,March,2022,26858.91376,1.51,40556.95978,,,,,,,,,
3/6/22,1646524800,3.1933E+22,March,2022,31933.01916,1.44,45983.54759,,,,,,,,,
3/7/22,1646611200,3.47108E+22,March,2022,34710.84728,1.42,49289.40314,,,,,,,,,
3/8/22,1646697600,3.83214E+22,March,2022,38321.39946,1.45,55566.02921,,,,,,,,,
3/9/22,1646784000,3.3941E+22,March,2022,33941.02274,1.51,51250.94434,,,,,,,,,
3/10/22,1646870400,2.69545E+22,March,2022,26954.5176,1.44,38814.50534,,,,,,,,,
3/11/22,1646956800,2.69361E+22,March,2022,26936.10181,1.41,37979.90355,,,,,,,,,
3/12/22,1647043200,2.63507E+22,March,2022,26350.73692,1.4,36891.03169,,,,,,,,,
3/13/22,1647129600,2.57656E+22,March,2022,25765.55704,1.36,35041.15757,,,,,,,,,
3/14/22,1647216000,2.90484E+22,March,2022,29048.42031,1.38,40086.82003,,,,,,,,,
3/15/22,1647302400,3.34465E+22,March,2022,33446.52567,1.38,46156.20543,,,,,,,,,
3/16/22,1647388800,4.12495E+22,March,2022,41249.49386,1.47,60636.75597,,,,,,,,,
3/17/22,1647475200,3.13278E+22,March,2022,31327.75953,1.45,45425.25132,,,,,,,,,
3/18/22,1647561600,2.9048E+22,March,2022,29047.97,1.5,43571.955,,,,,,,,,
3/19/22,1647648000,2.85717E+22,March,2022,28571.67599,1.53,43714.66426,,,,,,,,,
3/20/22,1647734400,3.06313E+22,March,2022,30631.34884,1.46,44721.76931,,,,,,,,,
3/21/22,1647820800,2.90665E+22,March,2022,29066.50879,1.47,42727.76792,,,,,,,,,
3/22/22,1647907200,3.45282E+22,March,2022,34528.17987,1.51,52137.55161,,,,,,,,,
3/23/22,1647993600,3.18497E+22,March,2022,31849.70339,1.56,49685.53729,,,,,,,,,
3/24/22,1648080000,3.3196E+22,March,2022,33196.04433,1.63,54109.55225,,,,,,,,,
3/25/22,1648166400,2.89509E+22,March,2022,28950.87209,1.58,45742.3779,,,,,,,,,
3/26/22,1648252800,2.65195E+22,March,2022,26519.53804,1.61,42696.45625,,,,,,,,,
3/27/22,1648339200,2.74375E+22,March,2022,27437.54595,1.7,46643.82811,,,,,,,,,
3/28/22,1648425600,2.99921E+22,March,2022,29992.12496,1.66,49786.92743,,,,,,,,,
3/29/22,1648512000,3.17839E+22,March,2022,31783.90684,1.68,53396.96349,,,,,,,,,
3/30/22,1648598400,2.91225E+22,March,2022,29122.47556,1.68,48925.75894,,,,,,,,,
3/31/22,1648684800,3.6351E+22,March,2022,36351.03341,1.62,58888.67413,,,,,,,,,
4/1/22,1648771200,3.18005E+22,April,2022,31800.46522,1.7,54060.79088,,,,,,,,,
4/2/22,1648857600,2.95424E+22,April,2022,29542.41949,1.65,48744.99216,,,,,,,,,
4/3/22,1648944000,2.7401E+22,April,2022,27401.02235,1.69,46307.72777,,,,,,,,,
4/4/22,1649030400,3.38611E+22,April,2022,33861.09596,1.65,55870.80833,,,,,,,,,
4/5/22,1649116800,3.01154E+22,April,2022,30115.40097,1.59,47883.48755,,,,,,,,,
4/6/22,1649203200,3.82198E+22,April,2022,38219.81654,1.46,55800.93215,,,,,,,,,
4/7/22,1649289600,3.46126E+22,April,2022,34612.57309,1.51,52264.98536,,,,,,,,,
4/8/22,1649376000,3.45853E+22,April,2022,34585.29535,1.44,49802.8253,,,,,,,,,
4/9/22,1649462400,2.5839E+22,April,2022,25838.9971,1.46,37724.93576,,,,,,,,,
4/10/22,1649548800,2.7052E+22,April,2022,27051.99706,1.43,38684.3558,,,,,,,,,
4/11/22,1649635200,3.98562E+22,April,2022,39856.20778,1.33,53008.75635,,,,,,,,,
4/12/22,1649721600,3.64387E+22,April,2022,36438.71264,1.39,50649.81057,,,,,,,,,
4/13/22,1649808000,3.52486E+22,April,2022,35248.63771,1.42,50053.06555,,,,,,,,,
4/14/22,1649894400,3.43979E+22,April,2022,34397.94203,1.37,47125.18058,,,,,,,,,
4/15/22,1649980800,3.83269E+22,April,2022,38326.91618,1.4,53657.68266,,,,,,,,,
4/16/22,1650067200,3.65382E+22,April,2022,36538.21548,1.39,50788.11951,,,,,,,,,
4/17/22,1650153600,3.43474E+22,April,2022,34347.41434,1.34,46025.53522,,,,,,,,,
4/18/22,1650240000,4.40367E+22,April,2022,44036.70568,1.42,62532.12206,,,,,,,,,
4/19/22,1650326400,3.80184E+22,April,2022,38018.35122,1.43,54366.24224,,,,,,,,,
4/20/22,1650412800,4.04187E+22,April,2022,40418.69663,1.42,57394.54922,,,,,,,,,
4/21/22,1650499200,4.39165E+22,April,2022,43916.53664,1.38,60604.82057,,,,,,,,,
4/22/22,1650585600,4.1506E+22,April,2022,41505.99866,1.4,58108.39812,,,,,,,,,
4/23/22,1650672000,3.38618E+22,April,2022,33861.7751,1.36,46052.01413,,,,,,,,,
4/24/22,1650758400,3.73167E+22,April,2022,37316.67803,1.34,50004.34856,,,,,,,,,
4/25/22,1650844800,5.21186E+22,April,2022,52118.57096,1.35,70360.07079,,,,,,,,,
4/26/22,1650931200,4.30743E+22,April,2022,43074.32233,1.25,53842.90291,,,,,,,,,
4/27/22,1651017600,4.58375E+22,April,2022,45837.48465,1.26,57755.23066,,,,,,,,,
4/28/22,1651104000,4.71038E+22,April,2022,47103.75947,1.24,58408.66174,,,,,,,,,
4/29/22,1651190400,4.74244E+22,April,2022,47424.35581,1.14,54063.76563,,,,,,,,,
4/30/22,1651276800,5.7733E+22,April,2022,57733.01248,1.03,59465.00286,,,,,,,,,
5/1/22,1651363200,4.37197E+22,May,2022,43719.66739,1.1,48091.63413,,,,,,,,,
5/2/22,1651449600,3.84774E+22,May,2022,38477.42257,1.08,41555.61638,,,,,,,,,
5/3/22,1651536000,3.7149E+22,May,2022,37149.02449,1.08,40120.94644,,,,,,,,,
5/4/22,1651622400,4.29579E+22,May,2022,42957.92259,1.17,50260.76943,,,,,,,,,
5/5/22,1651708800,5.15304E+22,May,2022,51530.3579,1.06,54622.17937,,,,,,,,,
5/6/22,1651795200,5.44569E+22,May,2022,54456.88661,1.04,56635.16207,,,,,,,,,
5/7/22,1651881600,4.41273E+22,May,2022,44127.25401,1.02,45009.79909,,,,,,,,,
5/8/22,1651968000,4.58206E+22,May,2022,45820.618,0.98,44904.20564,,,,,,,,,
5/9/22,1652054400,1.47753E+23,May,2022,147753.1333,0.81,119680.038,,,,,,,,,
5/10/22,1652140800,1.12446E+23,May,2022,112446.3915,0.89,100077.2884,,,,,,,,,
5/11/22,1652227200,3.03347E+23,May,2022,303346.8208,0.67,203242.37,,,,,,,,,
5/12/22,1652313600,2.68061E+23,May,2022,268061.3834,0.6,160836.83,,,,,,,,,
5/13/22,1652400000,7.87196E+22,May,2022,78719.647,0.67,52742.16349,,,,,,,,,
5/14/22,1652486400,4.65132E+22,May,2022,46513.20499,0.68,31628.9794,,,,,,,,,
5/15/22,1652572800,4.07274E+22,May,2022,40727.41448,0.74,30138.28671,,,,,,,,,
5/16/22,1652659200,4.97716E+22,May,2022,49771.55884,0.68,33844.66001,,,,,,,,,
5/17/22,1652745600,3.85651E+22,May,2022,38565.07968,0.73,28152.50816,,,,,,,,,
5/18/22,1652832000,4.64366E+22,May,2022,46436.56345,0.63,29255.03497,,,,,,,,,
5/19/22,1652918400,4.35959E+22,May,2022,43595.94131,0.66,28773.32127,,,,,,,,,
5/20/22,1653004800,3.98436E+22,May,2022,39843.59118,0.63,25101.46244,,,,,,,,,
5/21/22,1653091200,3.22835E+22,May,2022,32283.46618,0.65,20984.25302,,,,,,,,,
5/22/22,1653177600,3.11386E+22,May,2022,31138.59144,0.68,21174.24218,,,,,,,,,
5/23/22,1653264000,5.56253E+22,May,2022,55625.26797,0.64,35600.1715,,,,,,,,,
5/24/22,1653350400,3.73315E+22,May,2022,37331.51203,0.66,24638.79794,,,,,,,,,
5/25/22,1653436800,4.16493E+22,May,2022,41649.26266,0.64,26655.5281,,,,,,,,,
5/26/22,1653523200,6.33676E+22,May,2022,63367.56129,0.6,38020.53678,,,,,,,,,
5/27/22,1653609600,6.48264E+22,May,2022,64826.44923,0.57,36951.07606,,,,,,,,,
5/28/22,1653696000,3.43897E+22,May,2022,34389.69591,0.59,20289.92059,,,,,,,,,
5/29/22,1653782400,2.68547E+22,May,2022,26854.69528,0.6,16112.81717,,,,,,,,,
5/30/22,1653868800,4.42227E+22,May,2022,44222.69397,0.66,29186.97802,,,,,,,,,
5/31/22,1653955200,4.42298E+22,May,2022,44229.80899,0.66,29191.67393,,,,,,,,,
6/1/22,1654041600,4.68739E+22,June,2022,46873.94299,0.6,28124.36579,,,,,,,,,
6/2/22,1654128000,3.69514E+22,June,2022,36951.36421,0.62,22909.84581,,,,,,,,,
6/3/22,1654214400,4.30973E+22,June,2022,43097.27241,0.59,25427.39072,,,,,,,,,
6/4/22,1654300800,2.98659E+22,June,2022,29865.90082,0.6,17919.54049,,,,,,,,,
6/5/22,1654387200,2.84078E+22,June,2022,28407.75921,0.6,17044.65553,,,,,,,,,
6/6/22,1654473600,3.56903E+22,June,2022,35690.25245,0.63,22484.85904,,,,,,,,,
6/7/22,1654560000,5.44688E+22,June,2022,54468.84208,0.62,33770.68209,,,,,,,,,
6/8/22,1654646400,4.3483E+22,June,2022,43483.03465,0.61,26524.65114,,,,,,,,,
6/9/22,1654732800,3.4515E+22,June,2022,34514.98782,0.63,21744.44233,,,,,,,,,
6/10/22,1654819200,5.77009E+22,June,2022,57700.90008,0.59,34043.53105,,,,,,,,,
6/11/22,1654905600,6.88773E+22,June,2022,68877.32066,0.54,37193.75316,,,,,,,,,
6/12/22,1654992000,6.82168E+22,June,2022,68216.78941,0.5,34108.39471,,,,,,,,,
6/13/22,1655078400,3.00163E+23,June,2022,300162.6603,0.43,129069.9439,,,,,,,,,
6/14/22,1655164800,1.53437E+23,June,2022,153436.501,0.42,64443.33042,,,,,,,,,
6/15/22,1655251200,1.7373E+23,June,2022,173730.0658,0.44,76441.22895,,,,,,,,,
6/16/22,1655337600,5.79068E+22,June,2022,57906.8152,0.38,22004.58978,,,,,,,,,
6/17/22,1655424000,4.65588E+22,June,2022,46558.76821,0.4,18623.50728,,,,,,,,,
6/18/22,1655510400,1.71478E+23,June,2022,171478.3392,0.35,60017.41873,,,,,,,,,
6/19/22,1655596800,7.53942E+22,June,2022,75394.22373,0.38,28649.80502,,,,,,,,,
6/20/22,1655683200,6.92323E+22,June,2022,69232.29233,0.4,27692.91693,,,,,,,,,
6/21/22,1655769600,5.70325E+22,June,2022,57032.47996,0.42,23953.64158,,,,,,,,,
6/22/22,1655856000,4.77436E+22,June,2022,47743.61386,0.46,21962.06238,,,,,,,,,
6/23/22,1655942400,6.19184E+22,June,2022,61918.37633,0.56,34674.29074,,,,,,,,,
6/24/22,1656028800,6.06323E+22,June,2022,60632.28628,0.61,36985.69463,,,,,,,,,
6/25/22,1656115200,4.41561E+22,June,2022,44156.13659,0.6,26493.68195,,,,,,,,,
6/26/22,1656201600,3.9133E+22,June,2022,39132.96047,0.56,21914.45786,,,,,,,,,
6/27/22,1656288000,4.73763E+22,June,2022,47376.32327,0.53,25109.45134,,,,,,,,,
6/28/22,1656374400,4.75941E+22,June,2022,47594.1027,0.51,24272.99238,,,,,,,,,
6/29/22,1656460800,6.00124E+22,June,2022,60012.35599,0.5,30006.17799,,,,,,,,,
6/30/22,1656547200,7.05244E+22,June,2022,70524.42652,0.48,33851.72473,,,,,,,,,
7/1/22,1656633600,6.25466E+22,July,2022,62546.62635,0.46,28771.44812,,,,,,,,,
7/2/22,1656720000,3.81978E+22,July,2022,38197.78097,0.49,18716.91268,,,,,,,,,
7/3/22,1656806400,4.08954E+22,July,2022,40895.44666,0.46,18811.90546,,,,,,,,,
7/4/22,1656892800,4.89169E+22,July,2022,48916.92118,0.49,23969.29138,,,,,,,,,
7/5/22,1656979200,5.21504E+22,July,2022,52150.40534,0.51,26596.70673,,,,,,,,,
7/6/22,1657065600,4.67546E+22,July,2022,46754.58285,0.53,24779.92891,,,,,,,,,
7/7/22,1657152000,3.90498E+22,July,2022,39049.8128,0.56,21867.89517,,,,,,,,,
7/8/22,1657238400,5.32126E+22,July,2022,53212.64016,0.61,32459.71049,,,,,,,,,
7/9/22,1657324800,3.1579E+22,July,2022,31579.04768,0.59,18631.63813,,,,,,,,,
7/10/22,1657411200,3.32733E+22,July,2022,33273.33251,0.57,18965.79953,,,,,,,,,
7/11/22,1657497600,4.50826E+22,July,2022,45082.63343,0.56,25246.27472,,,,,,,,,
7/12/22,1657584000,4.46016E+22,July,2022,44601.58964,0.54,24084.85841,,,,,,,,,
7/13/22,1657670400,7.5413E+22,July,2022,75413.04342,0.64,48264.34779,,,,,,,,,
7/14/22,1657756800,6.27061E+22,July,2022,62706.11738,0.71,44521.34334,,,,,,,,,
7/15/22,1657843200,6.29489E+22,July,2022,62948.91981,0.7,44064.24386,,,,,,,,,
7/16/22,1657929600,6.02109E+22,July,2022,60210.87254,0.73,43953.93696,,,,,,,,,
7/17/22,1658016000,5.67566E+22,July,2022,56756.62377,0.75,42567.46782,,,,,,,,,
7/18/22,1658102400,9.8622E+22,July,2022,98621.98466,0.96,94677.10527,,,,,,,,,
7/19/22,1658188800,9.75526E+22,July,2022,97552.56898,0.93,90723.88915,,,,,,,,,
7/20/22,1658275200,7.46026E+22,July,2022,74602.60304,0.83,61920.16052,,,,,,,,,
7/21/22,1658361600,6.24839E+22,July,2022,62483.88339,0.91,56860.33389,,,,,,,,,
7/22/22,1658448000,4.70556E+22,July,2022,47055.61897,0.85,39997.27612,,,,,,,,,
7/23/22,1658534400,3.4989E+22,July,2022,34989.00146,0.87,30440.43127,,,,,,,,,
7/24/22,1658620800,4.6933E+22,July,2022,46932.99087,0.88,41301.03197,,,,,,,,,
7/25/22,1658707200,6.04847E+22,July,2022,60484.72926,0.77,46573.24153,,,,,,,,,
7/26/22,1658793600,6.39917E+22,July,2022,63991.68234,0.78,49913.51223,,,,,,,,,
7/27/22,1658880000,7.53997E+22,July,2022,75399.69508,0.9,67859.72557,,,,,,,,,
7/28/22,1658966400,7.50856E+22,July,2022,75085.55927,0.93,69829.57012,,,,,,,,,
7/29/22,1659052800,7.11078E+22,July,2022,71107.8299,0.94,66841.3601,,,,,,,,,
7/30/22,1659139200,4.72471E+22,July,2022,47247.14504,0.93,43939.84489,,,,,,,,,
7/31/22,1659225600,4.90759E+22,July,2022,49075.91003,0.93,45640.59632,,,,,,,,,
8/1/22,1659312000,4.81852E+22,August,2022,48185.23958,0.89,42884.86323,,,,,,,,,
8/2/22,1659398400,7.38385E+22,August,2022,73838.52278,0.88,64977.90004,,,,,,,,,
8/3/22,1659484800,4.31989E+22,August,2022,43198.86469,0.89,38446.98958,,,,,,,,,
8/4/22,1659571200,4.069E+22,August,2022,40690.00815,0.89,36214.10725,,,,,,,,,
8/5/22,1659657600,4.61348E+22,August,2022,46134.82279,0.93,42905.38519,,,,,,,,,
8/6/22,1659744000,3.18168E+22,August,2022,31816.84034,0.91,28953.32471,,,,,,,,,
8/7/22,1659830400,2.8105E+22,August,2022,28105.01714,0.91,25575.5656,,,,,,,,,
8/8/22,1659916800,4.66049E+22,August,2022,46604.90749,0.92,42876.51489,,,,,,,,,
8/9/22,1660003200,4.50024E+22,August,2022,45002.4278,0.89,40052.16075,,,,,,,,,
8/10/22,1660089600,6.80218E+22,August,2022,68021.81776,0.94,63940.5087,,,,,,,,,
8/11/22,1660176000,5.23346E+22,August,2022,52334.6236,0.92,48147.85372,,,,,,,,,
8/12/22,1660262400,4.65882E+22,August,2022,46588.23035,0.94,43792.93653,,,,,,,,,
8/13/22,1660348800,5.48659E+22,August,2022,54865.88704,1.03,56511.86365,,,,,,,,,
8/14/22,1660435200,4.53752E+22,August,2022,45375.20812,1,45375.20812,,,,,,,,,
8/15/22,1660521600,5.52711E+22,August,2022,55271.06774,0.95,52507.51435,,,,,,,,,
8/16/22,1660608000,4.45141E+22,August,2022,44514.12389,0.93,41398.13521,,,,,,,,,
8/17/22,1660694400,6.09561E+22,August,2022,60956.08444,0.88,53641.35431,,,,,,,,,
8/18/22,1660780800,4.04506E+22,August,2022,40450.60744,0.86,34787.5224,,,,,,,,,
8/19/22,1660867200,7.90709E+22,August,2022,79070.91955,0.77,60884.60806,,,,,,,,,
8/20/22,1660953600,5.77561E+22,August,2022,57756.12632,0.79,45627.3398,,,,,,,,,
8/21/22,1661040000,5.51501E+22,August,2022,55150.14516,0.82,45223.11903,,,,,,,,,
8/22/22,1661126400,5.90473E+22,August,2022,59047.34715,0.81,47828.35119,,,,,,,,,
8/23/22,1661212800,4.94948E+22,August,2022,49494.77878,0.83,41080.66639,,,,,,,,,
8/24/22,1661299200,4.30012E+22,August,2022,43001.19981,0.81,34830.97184,,,,,,,,,
8/25/22,1661385600,3.95519E+22,August,2022,39551.89228,0.82,32432.55167,,,,,,,,,
8/26/22,1661472000,8.40959E+22,August,2022,84095.91947,0.77,64753.85799,,,,,,,,,
8/27/22,1661558400,4.95477E+22,August,2022,49547.69736,0.81,40133.63486,,,,,,,,,
8/28/22,1661644800,4.36411E+22,August,2022,43641.11948,0.78,34040.07319,,,,,,,,,
8/29/22,1661731200,4.84983E+22,August,2022,48498.31058,0.82,39768.61468,,,,,,,,,
8/30/22,1661817600,7.54115E+22,August,2022,75411.53444,0.81,61083.34289,,,,,,,,,
8/31/22,1661904000,6.23644E+22,August,2022,62364.4324,0.83,51762.47889,,,,,,,,,
9/1/22,1661990400,5.99752E+22,September,2022,59975.19165,0.88,52778.16865,,,,,,,,,
9/2/22,1662076800,4.85458E+22,September,2022,48545.78978,0.87,42234.83711,,,,,,,,,
9/3/22,1662163200,3.08046E+22,September,2022,30804.5846,0.89,27416.08029,,,,,,,,,
9/4/22,1662249600,2.9097E+22,September,2022,29096.9508,0.9,26187.25572,,,,,,,,,
9/5/22,1662336000,3.30986E+22,September,2022,33098.63499,0.88,29126.79879,,,,,,,,,
9/6/22,1662422400,5.67564E+22,September,2022,56756.36766,0.82,46540.22148,,,,,,,,,
9/7/22,1662508800,5.53702E+22,September,2022,55370.20293,0.84,46510.97047,,,,,,,,,
9/8/22,1662595200,4.82279E+22,September,2022,48227.94924,0.85,40993.75685,,,,,,,,,
9/9/22,1662681600,5.32721E+22,September,2022,53272.09693,0.89,47412.16627,,,,,,,,,
9/10/22,1662768000,3.79299E+22,September,2022,37929.88058,0.91,34516.19133,,,,,,,,,
9/11/22,1662854400,3.83917E+22,September,2022,38391.65152,0.89,34168.56986,,,,,,,,,
9/12/22,1662940800,5.06776E+22,September,2022,50677.56147,0.93,47130.13217,,,,,,,,,
9/13/22,1663027200,8.35754E+22,September,2022,83575.41708,0.85,71039.10452,,,,,,,,,
9/14/22,1663113600,4.46132E+22,September,2022,44613.15385,0.87,38813.44385,,,,,,,,,
9/15/22,1663200000,7.0514E+22,September,2022,70514.03386,0.82,57821.50776,,,,,,,,,
9/16/22,1663286400,4.12239E+22,September,2022,41223.91623,0.81,33391.37215,,,,,,,,,
9/17/22,1663372800,2.67996E+22,September,2022,26799.58683,0.83,22243.65707,,,,,,,,,
9/18/22,1663459200,5.33709E+22,September,2022,53370.8543,0.75,40028.14072,,,,,,,,,
9/19/22,1663545600,6.0208E+22,September,2022,60208.00485,0.77,46360.16374,,,,,,,,,
9/20/22,1663632000,3.72281E+22,September,2022,37228.10741,0.73,27176.51841,,,,,,,,,
9/21/22,1663718400,7.84044E+22,September,2022,78404.36389,0.7,54883.05473,,,,,,,,,
