Date(UTC),Month,Year,UnixTimeStamp,Transaction Fee (gWei?),BSC Token Transaction Fee,Price,Transaction Fee in USD,,,,
4/30/22,April,2022,1651276800,3.73267E+21,3732.672936,377.03,1407329.677,,,,
5/1/22,May,2022,1651363200,3.71378E+21,3713.780438,390.1,1448745.749,,,,
5/2/22,May,2022,1651449600,3.55307E+21,3553.065609,389.55,1384096.708,,,,
5/3/22,May,2022,1651536000,3.4085E+21,3408.502655,383.8,1308183.319,,,,
5/4/22,May,2022,1651622400,3.73222E+21,3732.219196,402.67,1502852.704,,,,
5/5/22,May,2022,1651708800,3.91409E+21,3914.093256,378.35,1480897.183,,,,
5/6/22,May,2022,1651795200,3.46803E+21,3468.026377,379.18,1315006.242,,,,
5/7/22,May,2022,1651881600,3.30168E+21,3301.678823,365.33,1206202.325,,,,
5/8/22,May,2022,1651968000,3.28838E+21,3288.383175,355.65,1169513.476,,,,
5/9/22,May,2022,1652054400,4.34618E+21,4346.176701,296.3,1287772.156,,,,
5/10/22,May,2022,1652140800,4.05312E+21,4053.124572,318.98,1292865.676,,,,
5/11/22,May,2022,1652227200,6.35621E+21,6356.212051,270.59,1719927.419,,,,
5/12/22,May,2022,1652313600,7.31468E+21,7314.682515,267.95,1959969.18,,,,
5/13/22,May,2022,1652400000,5.3624E+21,5362.396092,290.48,1557668.817,,,,
5/14/22,May,2022,1652486400,4.59475E+21,4594.751801,296.54,1362527.699,,,,
5/15/22,May,2022,1652572800,3.87283E+21,3872.82583,312.06,1208554.028,,,,
5/16/22,May,2022,1652659200,3.89185E+21,3891.853329,296.8,1155102.068,,,,
5/17/22,May,2022,1652745600,3.33681E+21,3336.806282,305.81,1020428.729,,,,
5/18/22,May,2022,1652832000,3.33184E+21,3331.844875,287.27,957139.0773,,,,
5/19/22,May,2022,1652918400,3.3679E+21,3367.898512,306.58,1032530.326,,,,
5/20/22,May,2022,1653004800,3.1982E+21,3198.204998,302.02,965921.8734,,,,
5/21/22,May,2022,1653091200,2.93276E+21,2932.761318,311.97,914933.5483,,,,
5/22/22,May,2022,1653177600,2.98498E+21,2984.976728,319.15,952655.3228,,,,
5/23/22,May,2022,1653264000,3.87831E+21,3878.305369,316.69,1228220.527,,,,
5/24/22,May,2022,1653350400,3.3519E+21,3351.899616,328.06,1099624.188,,,,
5/25/22,May,2022,1653436800,3.8548E+21,3854.802316,325.28,1253890.097,,,,
5/26/22,May,2022,1653523200,3.6158E+21,3615.797644,302.87,1095116.632,,,,
5/27/22,May,2022,1653609600,3.1809E+21,3180.899626,301.28,958341.4393,,,,
5/28/22,May,2022,1653696000,2.90479E+21,2904.79216,307.13,892148.816,,,,
5/29/22,May,2022,1653782400,3.46412E+21,3464.116903,305.73,1059084.461,,,,
5/30/22,May,2022,1653868800,3.33644E+21,3336.436428,321.47,1072564.219,,,,
5/31/22,May,2022,1653955200,3.41314E+21,3413.138831,320.61,1094286.441,,,,
6/1/22,June,2022,1654041600,3.30386E+21,3303.863949,300.05,991324.3778,,,,
6/2/22,June,2022,1654128000,3.21525E+21,3215.250329,308.32,991325.9815,,,,
6/3/22,June,2022,1654214400,2.76524E+21,2765.24251,298.18,824540.0117,,,,
6/4/22,June,2022,1654300800,2.70622E+21,2706.224813,301.14,814952.5402,,,,
6/5/22,June,2022,1654387200,2.86823E+21,2868.232294,298.69,856712.3039,,,,
6/6/22,June,2022,1654473600,3.30676E+21,3306.758779,294.81,974865.5556,,,,
6/7/22,June,2022,1654560000,3.36709E+21,3367.087692,290.16,976994.1646,,,,
6/8/22,June,2022,1654646400,3.4461E+21,3446.100571,288.31,993545.2556,,,,
6/9/22,June,2022,1654732800,3.45475E+21,3454.751298,289.52,1000219.596,,,,
6/10/22,June,2022,1654819200,3.2261E+21,3226.099088,285.97,922567.5562,,,,
6/11/22,June,2022,1654905600,2.98737E+21,2987.374728,269.4,804798.7516,,,,
6/12/22,June,2022,1654992000,2.99698E+21,2996.977738,254.81,763659.8975,,,,
6/13/22,June,2022,1655078400,3.85993E+21,3859.926264,222.73,859721.3769,,,,
6/14/22,June,2022,1655164800,3.94289E+21,3942.893675,222.76,878318.995,,,,
6/15/22,June,2022,1655251200,3.60138E+21,3601.383918,233.27,840094.8265,,,,
6/16/22,June,2022,1655337600,3.01468E+21,3014.683166,210.02,633143.7585,,,,
6/17/22,June,2022,1655424000,2.82115E+21,2821.149676,215.46,607844.9092,,,,
6/18/22,June,2022,1655510400,3.10919E+21,3109.185907,196.74,611701.2353,,,,
6/19/22,June,2022,1655596800,2.5809E+21,2580.903315,214.94,554739.3584,,,,
6/20/22,June,2022,1655683200,2.99259E+21,2992.591705,216.31,647327.5118,,,,
6/21/22,June,2022,1655769600,3.06494E+21,3064.935088,219.89,673948.5765,,,,
6/22/22,June,2022,1655856000,2.82475E+21,2824.75217,213.97,604412.2217,,,,
6/23/22,June,2022,1655942400,2.93414E+21,2934.142137,228.67,670950.2824,,,,
6/24/22,June,2022,1656028800,2.96649E+21,2966.494929,240.05,712107.1077,,,,
6/25/22,June,2022,1656115200,2.78303E+21,2783.034482,239.66,666982.044,,,,
6/26/22,June,2022,1656201600,2.68495E+21,2684.95281,233.73,627554.0202,,,,
6/27/22,June,2022,1656288000,2.81761E+21,2817.610592,233.19,657038.6139,,,,
6/28/22,June,2022,1656374400,3.08842E+21,3088.418706,226.59,699804.7945,,,,
6/29/22,June,2022,1656460800,3.18421E+21,3184.213006,219.45,698775.5442,,,,
6/30/22,June,2022,1656547200,3.23966E+21,3239.657359,219.48,711039.9972,,,,
7/1/22,July,2022,1656633600,3.26556E+21,3265.561058,216.58,707255.2139,,,,
7/2/22,July,2022,1656720000,2.69211E+21,2692.112938,217.86,586503.7247,,,,
7/3/22,July,2022,1656806400,2.63623E+21,2636.228364,218.84,576912.2151,,,,
7/4/22,July,2022,1656892800,3.17168E+21,3171.677492,231.25,733450.4201,,,,
7/5/22,July,2022,1656979200,3.22696E+21,3226.961914,230.56,744008.3389,,,,
7/6/22,July,2022,1657065600,2.91843E+21,2918.434846,238.36,695638.1299,,,,
7/7/22,July,2022,1657152000,2.94666E+21,2946.657488,241.31,711057.9185,,,,
7/8/22,July,2022,1657238400,3.05121E+21,3051.21184,240.45,733663.8869,,,,
7/9/22,July,2022,1657324800,2.49718E+21,2497.179762,243.06,606964.5129,,,,
7/10/22,July,2022,1657411200,2.43162E+21,2431.620142,234.47,570141.9747,,,,
7/11/22,July,2022,1657497600,2.91782E+21,2917.823,225.47,657881.5517,,,,
7/12/22,July,2022,1657584000,2.98252E+21,2982.522415,220.23,656840.9114,,,,
7/13/22,July,2022,1657670400,2.97607E+21,2976.072708,230.31,685419.3053,,,,
7/14/22,July,2022,1657756800,3.11272E+21,3112.716173,238.38,742009.2813,,,,
7/15/22,July,2022,1657843200,3.39773E+21,3397.72937,238.5,810358.4547,,,,
7/16/22,July,2022,1657929600,2.94615E+21,2946.150471,249.76,735830.5417,,,,
7/17/22,July,2022,1658016000,2.87179E+21,2871.790463,247.68,711285.0618,,,,
7/18/22,July,2022,1658102400,3.35449E+21,3354.486722,264.18,886188.3022,,,,
7/19/22,July,2022,1658188800,3.13793E+21,3137.933357,268.68,843099.9343,,,,
7/20/22,July,2022,1658275200,3.16227E+21,3162.271908,258.27,816719.9658,,,,
7/21/22,July,2022,1658361600,2.85792E+21,2857.917678,265.56,758948.6186,,,,
7/22/22,July,2022,1658448000,2.91776E+21,2917.761363,262.59,766174.9563,,,,
7/23/22,July,2022,1658534400,2.44297E+21,2442.973959,259.18,633169.9907,,,,
7/24/22,July,2022,1658620800,2.56737E+21,2567.370433,261.35,670982.2626,,,,
7/25/22,July,2022,1658707200,2.82067E+21,2820.672512,244.33,689174.9149,,,,
7/26/22,July,2022,1658793600,2.63539E+21,2635.387181,249.43,657344.6247,,,,
7/27/22,July,2022,1658880000,3.28341E+21,3283.405394,271.71,892134.0796,,,,
7/28/22,July,2022,1658966400,2.87644E+21,2876.441926,277.34,797752.4039,,,,
7/29/22,July,2022,1659052800,2.82235E+21,2822.354258,293.85,829348.7987,,,,
7/30/22,July,2022,1659139200,2.82783E+21,2827.829216,287.81,813877.5266,,,,
7/31/22,July,2022,1659225600,2.7901E+21,2790.102641,283.51,791021.9996,,,,
8/1/22,August,2022,1659312000,2.84031E+21,2840.308492,283.5,805227.4576,,,,
8/2/22,August,2022,1659398400,2.73392E+21,2733.917366,283.71,775639.6958,,,,
8/3/22,August,2022,1659484800,2.70966E+21,2709.658445,298.25,808155.6311,,,,
8/4/22,August,2022,1659571200,2.7234E+21,2723.396224,311.87,849345.5804,,,,
8/5/22,August,2022,1659657600,2.72627E+21,2726.270608,315.95,861365.1987,,,,
8/6/22,August,2022,1659744000,2.59637E+21,2596.37402,315.31,818662.6922,,,,
8/7/22,August,2022,1659830400,2.43209E+21,2432.085809,322.79,785052.9783,,,,
8/8/22,August,2022,1659916800,2.7454E+21,2745.401617,325.04,892365.3416,,,,
8/9/22,August,2022,1660003200,2.87974E+21,2879.744933,324.59,934736.4077,,,,
8/10/22,August,2022,1660089600,3.1812E+21,3181.19791,328.9,1046295.992,,,,
8/11/22,August,2022,1660176000,2.92585E+21,2925.845574,323.9,947681.3815,,,,
8/12/22,August,2022,1660262400,2.70777E+21,2707.765174,328.24,888796.8409,,,,
8/13/22,August,2022,1660348800,2.4071E+21,2407.095131,324.29,780596.8801,,,,
8/14/22,August,2022,1660435200,2.34775E+21,2347.749463,317.75,745997.392,,,,
8/15/22,August,2022,1660521600,2.82958E+21,2829.576822,319.58,904276.1609,,,,
8/16/22,August,2022,1660608000,2.55189E+21,2551.892788,316.17,806831.9428,,,,
8/17/22,August,2022,1660694400,2.41278E+21,2412.780497,306.88,740434.0788,,,,
8/18/22,August,2022,1660780800,2.62825E+21,2628.251116,298.11,783507.9401,,,,
8/19/22,August,2022,1660867200,2.65035E+21,2650.350519,279.11,739739.3335,,,,
8/20/22,August,2022,1660953600,2.18196E+21,2181.964353,283.64,618892.3692,,,,
8/21/22,August,2022,1661040000,1.97055E+21,1970.551731,301.88,594870.1565,,,,
8/22/22,August,2022,1661126400,2.29577E+21,2295.774209,299.91,688525.6429,,,,
8/23/22,August,2022,1661212800,2.36402E+21,2364.022813,299.15,707197.4244,,,,
8/24/22,August,2022,1661299200,2.33038E+21,2330.382189,296.34,690585.458,,,,
8/25/22,August,2022,1661385600,2.34717E+21,2347.169575,301.46,707577.7401,,,,
8/26/22,August,2022,1661472000,2.61164E+21,2611.639116,279.53,730031.482,,,,
8/27/22,August,2022,1661558400,2.32945E+21,2329.452797,277.81,647145.2815,,,,
8/28/22,August,2022,1661644800,2.29828E+21,2298.283524,276.36,635153.6347,,,,
8/29/22,August,2022,1661731200,2.67156E+21,2671.555096,286.02,764118.1884,,,,
8/30/22,August,2022,1661817600,2.69518E+21,2695.181568,281.52,758747.515,,,,
8/31/22,August,2022,1661904000,2.51093E+21,2510.93026,279.12,700850.8543,,,,
9/1/22,September,2022,1661990400,2.69408E+21,2694.080623,278.27,749681.815,,,,
9/2/22,September,2022,1662076800,2.49423E+21,2494.228965,277.45,692023.8264,,,,
9/3/22,September,2022,1662163200,2.31531E+21,2315.310076,277.89,643401.5171,,,,
9/4/22,September,2022,1662249600,2.13685E+21,2136.84958,279.13,596458.8233,,,,
9/5/22,September,2022,1662336000,2.72964E+21,2729.641511,276.87,755755.8451,,,,
9/6/22,September,2022,1662422400,2.86416E+21,2864.157636,262.3,751268.5479,,,,
9/7/22,September,2022,1662508800,2.74924E+21,2749.237662,279.07,767229.7544,,,,
9/8/22,September,2022,1662595200,2.91636E+21,2916.355665,280.66,818504.3809,,,,
9/9/22,September,2022,1662681600,3.39018E+21,3390.177161,293.6,995356.0144,,,,
9/10/22,September,2022,1662768000,2.3002E+21,2300.20217,296.73,682538.9899,,,,
9/11/22,September,2022,1662854400,2.14778E+21,2147.778219,295.4,634453.6859,,,,
9/12/22,September,2022,1662940800,2.51411E+21,2514.113904,294.11,739426.0404,,,,
9/13/22,September,2022,1663027200,2.47981E+21,2479.809116,277.5,688147.0296,,,,
9/14/22,September,2022,1663113600,2.42833E+21,2428.325472,279.36,678377.0038,,,,
9/15/22,September,2022,1663200000,2.6343E+21,2634.303547,271.09,714133.3485,,,,
9/16/22,September,2022,1663286400,2.83188E+21,2831.88143,274.89,778455.8862,,,,
9/17/22,September,2022,1663372800,2.18725E+21,2187.249151,279.06,610373.748,,,,
9/18/22,September,2022,1663459200,2.18548E+21,2185.482694,266.39,582190.735,,,,
9/19/22,September,2022,1663545600,2.50771E+21,2507.707777,272.04,682196.8238,,,,
9/20/22,September,2022,1663632000,2.39742E+21,2397.424966,266.39,638650.0366,,,,
9/21/22,September,2022,1663718400,2.3807E+21,2380.698098,264.14,628837.5955,,,,
